install_id,industry,size_band,country,climate,dust_level,shift_pattern,family,grade,cooling,ip_rating,duty_cycle_pct,channel,region,message_angle,landing_page,device,commissioning,service_plan,support_tier,had_thermal_fault,slow_first_response,ticket_count,feedback_score,order_value,installed_on,churned,reordered
I00307,construction,mid,SE,temperate,medium,1-shift,Hoist,industrial,liquid,IP66,90,trade-fair,dach,uptime,/pricing,mobile,on-site,premium,dedicated,true,false,3,,26550,2024-07-08,false,true
I00308,logistics,small,NO,temperate,high,1-shift,Hoist,industrial,liquid,IP66,90,referral,dach,uptime,/case-studies,desktop,guided,none,dedicated,false,false,1,,26550,2024-03-13,false,true
I00309,construction,mid,DE,temperate,high,1-shift,Lifter,consumer,passive,IP54,35,referral,iberia,price,/spec-sheets,desktop,on-site,none,pooled,false,false,0,,4100,2024-09-20,false,true
I00310,mining,large,SA,hot,medium,3-shift,Sorter,consumer,active,IP54,35,distributor-ME,middle-east,uptime,/pricing,desktop,self,standard,pooled,false,false,0,,7700,2024-07-27,false,true
I00311,mining,large,ES,temperate,medium,1-shift,Hoist,consumer,passive,IP54,35,referral,middle-east,service,/products,desktop,self,none,dedicated,false,false,0,,9000,2024-03-24,false,true
I00312,construction,mid,PL,temperate,high,1-shift,Sorter,pro,liquid,IP66,65,trade-fair,middle-east,uptime,/products,mobile,on-site,standard,pooled,false,false,0,4,11600,2024-12-27,true,false
I00313,construction,small,ES,hot,medium,1-shift,Loader,consumer,active,IP66,35,trade-fair,nordics,service,/case-studies,desktop,guided,none,pooled,true,true,2,,8200,2025-07-26,false,true
I00314,construction,small,MA,temperate,high,2-shift,Hoist,pro,active,IP65,65,paid-social,nordics,service,/spec-sheets,desktop,self,premium,pooled,false,false,1,,11800,2024-04-12,false,true
I00315,mining,small,NO,arctic,high,2-shift,Compactor,pro,liquid,IP54,65,referral,nordics,uptime,/products,desktop,self,standard,pooled,false,false,0,,11600,2025-01-08,false,true
I00316,mining,large,ES,hot,high,1-shift,Lifter,pro,passive,IP65,65,referral,iberia,price,/products,desktop,guided,standard,dedicated,true,false,1,4,23500,2024-09-25,false,true
I00317,mining,large,ES,hot,high,1-shift,Loader,pro,active,IP66,65,search,middle-east,uptime,/spec-sheets,mobile,on-site,none,pooled,true,true,2,3,11300,2024-09-18,true,false
I00318,food,mid,SA,hot,medium,2-shift,Compactor,industrial,liquid,IP66,90,distributor-ME,middle-east,uptime,/case-studies,tablet,self,standard,dedicated,true,false,1,2,26550,2025-03-06,false,true
I00319,logistics,mid,AE,hot,low,1-shift,Lifter,pro,liquid,IP54,65,search,iberia,service,/pricing,desktop,self,premium,pooled,false,false,1,4,11750,2025-07-01,false,true
I00320,mining,small,NO,arctic,medium,2-shift,Loader,pro,active,IP66,65,referral,middle-east,service,/spec-sheets,desktop,self,premium,dedicated,false,false,0,5,33900,2025-07-29,false,true
I00321,mining,mid,DE,temperate,low,3-shift,Hoist,consumer,active,IP66,35,referral,nordics,uptime,/spec-sheets,desktop,guided,premium,pooled,false,true,3,,11550,2025-01-08,true,false
I00322,food,small,FI,temperate,medium,1-shift,Sorter,industrial,liquid,IP54,90,paid-social,benelux,durability,/contact,mobile,guided,none,dedicated,false,false,1,,135750,2025-04-19,true,false
I00323,logistics,small,ES,hot,medium,1-shift,Conveyor,industrial,active,IP65,90,trade-fair,nordics,service,/products,mobile,guided,premium,dedicated,false,false,0,5,27100,2024-08-08,true,false
I00324,food,mid,AE,hot,medium,2-shift,Conveyor,pro,active,IP65,65,search,benelux,durability,/contact,desktop,on-site,standard,pooled,false,true,2,,11700,2024-08-15,false,true
I00325,food,mid,ES,hot,medium,2-shift,Sorter,consumer,active,IP54,35,distributor-ME,middle-east,uptime,/products,desktop,guided,standard,pooled,false,false,0,5,7700,2024-05-25,false,true
I00326,mining,small,NO,arctic,high,2-shift,Sorter,consumer,active,IP54,35,referral,dach,uptime,/case-studies,desktop,on-site,standard,pooled,false,false,0,5,7700,2024-08-28,false,true
I00327,construction,mid,AE,temperate,medium,2-shift,Loader,pro,passive,IP65,65,search,dach,service,/case-studies,desktop,self,none,dedicated,false,false,0,5,22400,2024-04-26,false,true
I00328,mining,small,MA,hot,medium,3-shift,Loader,industrial,liquid,IP65,90,referral,nordics,uptime,/products,mobile,self,none,dedicated,false,false,1,,26850,2024-09-28,false,true
I00329,logistics,large,DE,temperate,high,1-shift,Compactor,pro,passive,IP54,65,search,middle-east,uptime,/products,desktop,on-site,premium,pooled,false,false,0,5,33900,2024-12-04,false,true
I00330,logistics,small,NO,temperate,high,1-shift,Sorter,pro,passive,IP54,65,search,benelux,durability,/contact,desktop,self,none,dedicated,true,false,1,4,59250,2025-03-29,false,true
I00331,mining,mid,MA,hot,high,3-shift,Hoist,pro,passive,IP66,65,search,benelux,durability,/pricing,tablet,on-site,standard,pooled,true,true,2,,11750,2025-02-12,true,false
I00332,food,small,MA,hot,medium,2-shift,Conveyor,pro,passive,IP66,65,paid-social,benelux,durability,/pricing,desktop,self,premium,dedicated,true,false,3,,34800,2024-09-01,false,true
I00333,mining,small,DE,temperate,high,3-shift,Compactor,pro,passive,IP54,65,paid-social,nordics,service,/pricing,desktop,self,none,dedicated,true,false,1,2,11300,2025-02-09,false,true
I00334,mining,large,MA,hot,high,1-shift,Sorter,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/pricing,desktop,on-site,none,pooled,true,true,3,,35550,2025-03-18,true,false
I00335,food,mid,DE,temperate,medium,3-shift,Loader,consumer,passive,IP66,35,search,benelux,durability,/case-studies,desktop,guided,none,pooled,true,false,1,5,12750,2024-05-26,true,false
I00336,logistics,large,FI,temperate,high,1-shift,Conveyor,industrial,active,IP65,90,paid-social,benelux,durability,/spec-sheets,mobile,on-site,premium,dedicated,false,true,1,,27100,2025-05-27,false,true
I00337,logistics,small,AE,hot,low,1-shift,Conveyor,pro,liquid,IP65,65,paid-social,benelux,durability,/pricing,desktop,guided,premium,pooled,false,true,1,4,11700,2024-05-10,false,true
I00338,construction,mid,DE,hot,medium,2-shift,Compactor,pro,passive,IP54,65,trade-fair,dach,uptime,/contact,tablet,on-site,standard,pooled,true,false,1,2,11300,2024-10-28,true,false
I00339,food,mid,AE,hot,medium,3-shift,Lifter,pro,liquid,IP54,65,trade-fair,benelux,price,/spec-sheets,desktop,guided,standard,dedicated,false,false,0,,58750,2025-02-12,true,false
I00340,logistics,small,DE,temperate,high,2-shift,Loader,consumer,passive,IP66,35,trade-fair,benelux,price,/spec-sheets,desktop,guided,none,dedicated,false,false,1,,8500,2025-06-15,false,true
I00341,construction,small,NO,temperate,low,1-shift,Sorter,pro,passive,IP54,65,search,iberia,service,/products,desktop,on-site,standard,dedicated,false,false,0,,59250,2024-04-11,false,true
I00342,logistics,small,DE,hot,medium,1-shift,Lifter,industrial,liquid,IP66,90,distributor-ME,middle-east,uptime,/contact,mobile,self,none,dedicated,false,false,1,4,54000,2025-07-02,false,true
I00343,mining,small,DE,temperate,medium,3-shift,Hoist,industrial,liquid,IP66,90,referral,dach,uptime,/products,desktop,guided,none,pooled,false,true,1,5,26550,2024-04-23,true,false
I00344,food,small,SE,hot,high,2-shift,Sorter,consumer,passive,IP66,35,paid-social,middle-east,durability,/contact,desktop,self,premium,pooled,true,true,4,,7600,2024-07-24,false,true
I00345,logistics,small,FI,temperate,medium,2-shift,Hoist,consumer,passive,IP54,35,paid-social,dach,service,/contact,mobile,guided,standard,dedicated,false,false,0,,9000,2024-07-11,true,false
I00346,food,small,AE,hot,medium,2-shift,Sorter,pro,liquid,IP66,65,search,benelux,durability,/pricing,desktop,self,none,pooled,false,false,0,,23200,2025-06-14,false,true
I00347,construction,small,PL,temperate,high,2-shift,Loader,pro,active,IP66,65,search,dach,service,/products,desktop,self,none,pooled,false,false,0,,11300,2025-06-21,false,true
I00348,construction,small,AE,hot,medium,1-shift,Loader,pro,liquid,IP54,65,distributor-ME,middle-east,uptime,/pricing,desktop,self,standard,pooled,true,true,2,,11850,2025-03-14,true,false
I00349,food,small,NO,temperate,low,3-shift,Sorter,pro,active,IP65,65,trade-fair,nordics,service,/products,desktop,on-site,premium,dedicated,false,false,0,,11500,2024-08-31,false,true
I00350,mining,mid,SE,arctic,medium,3-shift,Loader,pro,liquid,IP54,65,trade-fair,dach,uptime,/pricing,tablet,self,standard,dedicated,false,false,0,,35550,2025-03-10,true,false
I00351,construction,small,ES,temperate,medium,1-shift,Sorter,pro,passive,IP54,65,trade-fair,dach,uptime,/spec-sheets,mobile,self,none,dedicated,true,false,2,5,35550,2024-08-22,false,true
I00352,food,large,MA,hot,high,3-shift,Hoist,pro,active,IP65,65,trade-fair,nordics,service,/pricing,mobile,self,premium,pooled,false,true,1,,35400,2024-03-24,false,true
I00353,logistics,large,DE,temperate,medium,1-shift,Loader,pro,passive,IP65,65,trade-fair,dach,uptime,/contact,desktop,on-site,standard,pooled,false,false,0,5,11200,2024-08-20,false,true
I00354,construction,mid,DE,hot,medium,2-shift,Lifter,industrial,active,IP66,90,search,iberia,service,/pricing,desktop,on-site,none,dedicated,false,true,1,,26600,2024-07-03,false,true
I00355,construction,small,MA,hot,medium,2-shift,Lifter,consumer,passive,IP54,35,distributor-ME,middle-east,uptime,/contact,desktop,on-site,standard,dedicated,true,false,1,,4100,2025-05-22,false,true
I00356,mining,small,SA,hot,high,1-shift,Hoist,industrial,liquid,IP66,90,distributor-ME,middle-east,uptime,/case-studies,tablet,guided,premium,dedicated,false,false,0,,26550,2024-04-10,false,true
I00357,construction,large,SE,arctic,low,3-shift,Conveyor,pro,passive,IP66,65,referral,nordics,uptime,/contact,desktop,self,none,dedicated,false,false,1,,23200,2025-03-02,false,true
I00358,food,small,PL,temperate,medium,1-shift,Compactor,industrial,active,IP66,90,search,benelux,durability,/case-studies,tablet,on-site,standard,dedicated,true,false,3,,79800,2024-11-28,true,false
I00359,construction,small,NO,temperate,medium,3-shift,Sorter,consumer,active,IP54,35,search,nordics,durability,/spec-sheets,desktop,self,standard,pooled,false,false,0,,3850,2025-05-16,false,true
I00360,construction,mid,DE,temperate,low,1-shift,Conveyor,consumer,active,IP54,35,trade-fair,benelux,price,/spec-sheets,desktop,guided,none,pooled,false,false,1,,20500,2024-02-26,false,true
I00361,logistics,large,AE,hot,low,1-shift,Loader,industrial,liquid,IP65,90,paid-social,nordics,service,/products,desktop,guided,standard,dedicated,false,false,0,,53700,2024-10-21,true,false
I00362,mining,large,SE,temperate,high,2-shift,Loader,industrial,liquid,IP65,90,referral,benelux,price,/case-studies,tablet,on-site,standard,dedicated,false,false,2,,53700,2025-03-19,false,true
I00363,logistics,small,SA,temperate,low,2-shift,Compactor,industrial,active,IP66,90,trade-fair,middle-east,uptime,/spec-sheets,tablet,on-site,premium,dedicated,false,false,1,,79800,2024-10-11,false,true
I00364,mining,large,MA,hot,high,3-shift,Compactor,pro,liquid,IP54,65,referral,benelux,price,/spec-sheets,mobile,self,none,dedicated,false,false,1,4,23200,2025-05-11,false,true
I00365,logistics,mid,FI,arctic,high,3-shift,Hoist,pro,active,IP65,65,trade-fair,benelux,price,/products,mobile,self,none,dedicated,true,false,2,1,11800,2024-12-18,false,true
I00366,construction,small,DE,temperate,medium,1-shift,Sorter,industrial,active,IP54,90,paid-social,benelux,durability,/pricing,mobile,self,standard,pooled,true,true,2,,27100,2024-09-27,false,true
I00367,food,small,MA,hot,medium,3-shift,Hoist,pro,liquid,IP65,65,referral,iberia,price,/case-studies,desktop,on-site,standard,pooled,true,true,3,1,22500,2024-08-10,false,true
I00368,logistics,small,AE,hot,medium,1-shift,Hoist,consumer,active,IP66,35,search,iberia,service,/case-studies,mobile,self,none,pooled,false,false,0,,3850,2025-03-06,false,true
I00369,food,small,FI,temperate,medium,3-shift,Hoist,pro,active,IP65,65,trade-fair,benelux,price,/products,desktop,self,none,pooled,false,false,0,,59000,2025-05-08,true,false
I00370,construction,large,PL,temperate,high,1-shift,Lifter,industrial,active,IP66,90,search,nordics,durability,/pricing,mobile,guided,premium,dedicated,false,false,0,,53200,2025-05-02,false,true
I00371,construction,large,SA,temperate,low,1-shift,Hoist,pro,active,IP65,65,search,iberia,service,/products,desktop,guided,none,pooled,true,false,1,2,11800,2024-10-20,false,true
I00372,mining,large,NO,temperate,high,3-shift,Compactor,pro,active,IP65,65,paid-social,nordics,service,/case-studies,desktop,guided,none,pooled,false,false,1,4,11600,2024-06-28,false,true
I00373,food,large,FI,hot,medium,3-shift,Sorter,consumer,passive,IP66,35,referral,nordics,uptime,/products,desktop,self,standard,dedicated,true,true,4,,19000,2024-09-19,true,false
I00374,construction,large,AE,hot,high,3-shift,Compactor,pro,active,IP65,65,trade-fair,middle-east,uptime,/spec-sheets,desktop,guided,none,pooled,false,false,0,,23200,2024-12-03,false,true
I00375,construction,small,SE,arctic,low,1-shift,Conveyor,industrial,liquid,IP54,90,search,middle-east,uptime,/pricing,desktop,self,premium,dedicated,false,false,0,4,27150,2024-10-15,false,true
I00376,mining,large,MA,hot,low,2-shift,Sorter,industrial,liquid,IP54,90,search,benelux,durability,/contact,desktop,self,standard,dedicated,false,false,0,5,54300,2024-06-16,false,true
I00377,mining,small,SE,arctic,medium,3-shift,Lifter,industrial,liquid,IP66,90,referral,middle-east,service,/products,desktop,on-site,none,dedicated,false,false,0,,54000,2024-05-20,false,true
I00378,logistics,large,MA,hot,medium,1-shift,Hoist,consumer,active,IP66,35,search,iberia,service,/pricing,tablet,on-site,premium,pooled,false,true,1,,11550,2025-03-10,false,true
I00379,construction,small,AE,hot,low,1-shift,Loader,industrial,liquid,IP65,90,paid-social,iberia,service,/case-studies,desktop,self,premium,dedicated,false,false,0,,80550,2024-09-11,false,true
I00380,construction,small,AE,temperate,medium,2-shift,Conveyor,consumer,passive,IP54,35,paid-social,benelux,durability,/case-studies,desktop,self,standard,pooled,false,false,0,4,7900,2025-03-23,true,false
I00381,mining,large,FI,temperate,medium,3-shift,Sorter,industrial,liquid,IP54,90,referral,benelux,price,/case-studies,desktop,on-site,none,pooled,false,false,0,,27150,2024-12-27,false,true
I00382,logistics,small,MA,hot,high,1-shift,Sorter,pro,active,IP65,65,distributor-ME,middle-east,uptime,/case-studies,desktop,self,premium,dedicated,false,false,0,,23000,2024-11-22,false,true
I00383,food,mid,PL,arctic,low,2-shift,Lifter,industrial,liquid,IP66,90,search,nordics,durability,/products,desktop,self,standard,dedicated,false,false,0,5,27000,2025-02-01,true,false
I00384,construction,small,AE,temperate,low,1-shift,Hoist,pro,active,IP65,65,trade-fair,middle-east,uptime,/pricing,desktop,self,standard,pooled,false,false,0,,23600,2024-11-26,false,true
I00385,food,mid,ES,temperate,medium,1-shift,Hoist,pro,active,IP65,65,referral,benelux,price,/pricing,mobile,guided,standard,pooled,false,true,1,,11800,2024-09-07,false,true
I00386,mining,small,MA,hot,medium,3-shift,Lifter,industrial,liquid,IP66,90,paid-social,iberia,service,/products,desktop,self,premium,dedicated,false,false,1,5,27000,2025-05-20,false,true
I00387,logistics,mid,FI,arctic,high,3-shift,Sorter,industrial,active,IP54,90,paid-social,iberia,service,/pricing,desktop,on-site,premium,dedicated,false,false,0,,54200,2024-03-16,false,true
I00388,mining,large,NO,arctic,medium,2-shift,Compactor,pro,active,IP65,65,paid-social,nordics,service,/products,desktop,on-site,premium,dedicated,true,false,1,,23200,2024-10-04,false,true
I00389,mining,small,SE,hot,low,1-shift,Loader,pro,passive,IP65,65,search,dach,service,/case-studies,mobile,on-site,premium,pooled,true,true,2,,22400,2025-03-25,false,true
I00390,construction,mid,PL,temperate,medium,1-shift,Hoist,consumer,active,IP66,35,trade-fair,benelux,price,/case-studies,tablet,on-site,standard,pooled,false,false,0,,3850,2024-07-21,false,true
I00391,logistics,small,DE,temperate,high,1-shift,Conveyor,industrial,liquid,IP54,90,trade-fair,dach,uptime,/contact,mobile,self,premium,dedicated,false,false,1,,81450,2025-01-25,false,true
I00392,construction,mid,ES,temperate,low,1-shift,Conveyor,pro,liquid,IP65,65,trade-fair,middle-east,uptime,/case-studies,desktop,on-site,premium,pooled,false,true,1,,11700,2024-04-10,false,true
I00393,logistics,large,MA,hot,medium,1-shift,Loader,pro,passive,IP65,65,trade-fair,nordics,service,/case-studies,mobile,on-site,standard,dedicated,true,false,2,,22400,2024-04-26,false,true
I00394,construction,mid,DE,hot,medium,1-shift,Hoist,pro,liquid,IP65,65,referral,nordics,uptime,/case-studies,desktop,guided,none,dedicated,true,false,2,,22500,2024-09-02,false,true
I00395,construction,large,MA,hot,high,3-shift,Lifter,consumer,passive,IP54,35,trade-fair,dach,uptime,/spec-sheets,mobile,on-site,premium,pooled,true,true,5,,8200,2025-06-06,false,true
I00396,logistics,small,PL,temperate,low,1-shift,Hoist,pro,liquid,IP65,65,trade-fair,benelux,price,/contact,mobile,self,standard,pooled,false,false,0,,22500,2025-07-16,false,true
I00397,food,mid,FI,temperate,medium,3-shift,Loader,consumer,active,IP66,35,referral,dach,uptime,/contact,desktop,self,standard,dedicated,false,false,1,1,4100,2024-08-16,true,false
I00398,construction,small,MA,hot,high,2-shift,Sorter,industrial,liquid,IP54,90,distributor-ME,middle-east,uptime,/spec-sheets,desktop,self,standard,pooled,false,false,0,,27150,2024-05-19,false,true
I00399,mining,large,DE,hot,medium,2-shift,Lifter,consumer,active,IP65,35,distributor-ME,middle-east,uptime,/spec-sheets,desktop,self,standard,pooled,false,true,1,5,9000,2024-06-21,false,true
I00400,food,small,DE,temperate,low,3-shift,Compactor,pro,passive,IP54,65,referral,benelux,price,/products,tablet,on-site,none,pooled,false,true,2,,11300,2025-03-26,false,true
I00401,mining,small,MA,hot,medium,1-shift,Conveyor,pro,liquid,IP65,65,referral,iberia,price,/products,mobile,on-site,none,pooled,true,true,2,2,11700,2024-11-29,false,true
I00402,food,mid,ES,hot,low,2-shift,Lifter,pro,active,IP65,65,trade-fair,middle-east,uptime,/case-studies,desktop,self,premium,dedicated,false,false,0,,23200,2024-12-09,false,true
I00403,food,small,NO,temperate,high,3-shift,Loader,consumer,passive,IP66,35,paid-social,dach,service,/pricing,mobile,on-site,standard,pooled,false,false,0,,4250,2024-07-07,false,true
I00404,logistics,small,PL,temperate,medium,3-shift,Sorter,consumer,active,IP54,35,search,middle-east,uptime,/contact,mobile,on-site,none,pooled,false,false,0,5,3850,2025-08-07,false,true
I00405,construction,small,MA,hot,high,2-shift,Compactor,industrial,liquid,IP66,90,paid-social,dach,service,/spec-sheets,desktop,self,none,dedicated,false,false,0,,53100,2024-08-01,false,true
I00406,construction,large,PL,temperate,medium,1-shift,Hoist,industrial,active,IP66,90,referral,dach,uptime,/products,mobile,self,none,pooled,false,false,0,4,26400,2025-08-09,false,true
I00407,logistics,small,SE,arctic,low,1-shift,Conveyor,industrial,active,IP65,90,trade-fair,nordics,service,/spec-sheets,desktop,guided,none,pooled,false,false,0,4,27100,2025-01-04,true,false
I00408,logistics,large,DE,temperate,medium,1-shift,Compactor,pro,active,IP65,65,search,benelux,durability,/contact,desktop,guided,none,pooled,false,false,0,5,11600,2024-05-15,false,true
I00409,construction,large,FI,temperate,medium,2-shift,Sorter,industrial,active,IP54,90,paid-social,benelux,durability,/contact,desktop,on-site,standard,dedicated,false,false,0,5,54200,2024-02-21,false,true
I00410,food,small,AE,hot,low,1-shift,Loader,consumer,passive,IP66,35,referral,dach,uptime,/contact,desktop,on-site,standard,pooled,true,true,3,,4250,2024-07-09,true,false
I00411,food,mid,MA,hot,low,3-shift,Loader,pro,passive,IP65,65,distributor-ME,middle-east,uptime,/products,tablet,guided,premium,pooled,true,true,2,2,33600,2025-02-12,true,false
I00412,mining,large,MA,temperate,high,1-shift,Loader,consumer,active,IP66,35,referral,middle-east,service,/products,desktop,self,standard,dedicated,false,false,1,4,4100,2024-07-27,false,true
I00413,construction,small,AE,hot,medium,1-shift,Sorter,consumer,passive,IP66,35,distributor-ME,middle-east,uptime,/contact,desktop,guided,premium,pooled,false,true,1,,3800,2025-08-04,false,true
I00414,logistics,small,FI,arctic,high,3-shift,Sorter,consumer,active,IP54,35,trade-fair,dach,uptime,/contact,desktop,guided,standard,pooled,false,true,3,2,3850,2024-07-08,false,true
I00415,mining,small,SE,hot,high,3-shift,Compactor,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/spec-sheets,mobile,self,premium,pooled,true,true,2,,33900,2025-03-14,false,true
I00416,mining,large,DE,temperate,high,2-shift,Sorter,industrial,liquid,IP54,90,paid-social,nordics,service,/case-studies,desktop,on-site,premium,dedicated,false,false,0,,81450,2024-11-25,false,true
I00417,mining,mid,PL,temperate,high,3-shift,Lifter,industrial,liquid,IP66,90,paid-social,iberia,service,/spec-sheets,tablet,self,premium,dedicated,false,false,0,,27000,2024-11-20,false,true
I00418,mining,large,DE,temperate,high,2-shift,Hoist,pro,active,IP65,65,search,iberia,service,/contact,desktop,self,premium,pooled,false,false,0,,35400,2024-08-09,false,true
I00419,mining,mid,PL,temperate,low,1-shift,Compactor,consumer,passive,IP66,35,trade-fair,benelux,price,/case-studies,tablet,on-site,standard,pooled,false,true,1,5,8600,2024-05-07,false,true
I00420,food,small,FI,temperate,low,3-shift,Conveyor,consumer,passive,IP54,35,paid-social,middle-east,durability,/pricing,mobile,self,standard,pooled,false,true,2,,3950,2025-06-17,true,false
I00421,food,mid,FI,temperate,medium,3-shift,Lifter,pro,liquid,IP54,65,search,benelux,durability,/products,mobile,self,premium,pooled,false,false,0,,11750,2024-04-22,false,true
I00422,food,small,FI,temperate,low,3-shift,Conveyor,industrial,active,IP65,90,trade-fair,dach,uptime,/products,mobile,self,standard,pooled,false,false,1,5,27100,2025-06-26,false,true
I00423,mining,small,DE,hot,low,2-shift,Compactor,pro,active,IP65,65,paid-social,benelux,durability,/pricing,desktop,guided,none,pooled,false,false,0,,34800,2024-05-29,false,true
I00424,mining,small,FI,temperate,medium,3-shift,Hoist,pro,active,IP65,65,search,iberia,service,/case-studies,desktop,guided,standard,dedicated,true,false,3,,35400,2024-10-05,true,false
I00425,food,small,ES,hot,low,1-shift,Compactor,industrial,active,IP66,90,distributor-ME,middle-east,uptime,/spec-sheets,mobile,self,standard,dedicated,false,false,0,5,26600,2024-03-05,true,false
I00426,food,mid,SA,hot,medium,2-shift,Hoist,industrial,active,IP66,90,paid-social,dach,service,/case-studies,mobile,guided,premium,dedicated,false,false,1,,79200,2025-05-02,false,true
I00427,food,mid,AE,temperate,low,1-shift,Hoist,consumer,active,IP66,35,search,benelux,durability,/spec-sheets,desktop,guided,none,dedicated,false,false,0,,7700,2024-08-18,false,true
I00428,food,mid,NO,arctic,high,3-shift,Hoist,pro,liquid,IP65,65,paid-social,benelux,durability,/contact,mobile,on-site,none,dedicated,false,false,0,5,11250,2024-06-13,false,true
I00429,food,small,AE,hot,medium,3-shift,Sorter,pro,passive,IP54,65,distributor-ME,middle-east,uptime,/spec-sheets,mobile,self,premium,pooled,false,false,0,4,23700,2024-08-04,false,true
I00430,mining,small,ES,hot,medium,3-shift,Lifter,pro,passive,IP65,65,distributor-ME,middle-east,uptime,/spec-sheets,desktop,self,none,pooled,true,true,1,3,11750,2025-05-09,true,false
I00431,logistics,small,AE,hot,high,3-shift,Conveyor,pro,passive,IP66,65,distributor-ME,middle-east,uptime,/products,desktop,guided,premium,pooled,true,true,1,,11600,2024-08-16,false,true
I00432,construction,small,FI,temperate,medium,1-shift,Hoist,industrial,liquid,IP66,90,search,iberia,service,/contact,desktop,guided,standard,pooled,false,false,1,4,26550,2024-08-24,false,true
I00433,logistics,mid,ES,arctic,medium,2-shift,Conveyor,industrial,liquid,IP54,90,paid-social,iberia,service,/products,mobile,guided,premium,pooled,false,false,0,5,54300,2025-05-16,false,true
I00434,construction,large,DE,temperate,medium,1-shift,Compactor,industrial,liquid,IP66,90,trade-fair,benelux,price,/spec-sheets,desktop,guided,standard,dedicated,false,false,0,,53100,2025-01-26,false,true
I00435,logistics,large,PL,temperate,medium,3-shift,Conveyor,industrial,active,IP65,90,trade-fair,iberia,durability,/pricing,tablet,self,premium,pooled,false,false,0,,27100,2025-08-04,false,true
I00436,food,mid,PL,temperate,medium,2-shift,Loader,industrial,liquid,IP65,90,search,dach,service,/spec-sheets,desktop,on-site,standard,pooled,false,false,2,,26850,2025-02-04,false,true
I00437,mining,small,DE,temperate,medium,3-shift,Hoist,pro,passive,IP66,65,distributor-ME,middle-east,uptime,/spec-sheets,mobile,on-site,none,dedicated,false,false,0,,11750,2024-04-03,false,true
I00438,logistics,mid,SA,hot,high,1-shift,Compactor,consumer,active,IP54,35,referral,middle-east,service,/contact,desktop,guided,standard,pooled,true,false,1,,4500,2024-07-24,false,true
I00439,mining,large,MA,hot,high,3-shift,Lifter,pro,liquid,IP54,65,trade-fair,middle-east,uptime,/contact,mobile,on-site,standard,pooled,false,false,0,,11750,2024-08-18,false,true
I00440,logistics,small,DE,hot,medium,3-shift,Hoist,pro,passive,IP66,65,referral,middle-east,service,/contact,desktop,guided,premium,pooled,true,true,5,,23500,2024-06-17,false,true
I00441,construction,small,DE,arctic,low,3-shift,Sorter,pro,passive,IP54,65,referral,iberia,price,/pricing,desktop,guided,premium,pooled,true,true,1,,23700,2025-01-12,false,true
I00442,mining,large,FI,temperate,medium,3-shift,Compactor,consumer,passive,IP66,35,search,iberia,service,/case-studies,mobile,guided,premium,pooled,false,true,3,3,4300,2024-07-14,true,false
I00443,food,mid,AE,temperate,low,3-shift,Loader,pro,active,IP66,65,referral,middle-east,service,/spec-sheets,mobile,guided,standard,dedicated,false,false,0,,33900,2025-03-20,false,true
I00444,construction,large,AE,temperate,low,1-shift,Sorter,pro,active,IP65,65,trade-fair,dach,uptime,/products,desktop,guided,none,pooled,false,false,0,,11500,2024-10-29,false,true
I00445,food,large,FI,hot,medium,3-shift,Compactor,consumer,passive,IP66,35,distributor-ME,middle-east,uptime,/contact,desktop,self,premium,dedicated,true,false,3,,12900,2024-07-07,false,true
I00446,construction,small,DE,hot,medium,1-shift,Compactor,industrial,active,IP66,90,search,benelux,durability,/contact,desktop,on-site,standard,dedicated,true,false,2,,79800,2025-01-28,false,true
I00447,construction,small,PL,hot,high,2-shift,Lifter,consumer,passive,IP54,35,distributor-ME,middle-east,uptime,/products,mobile,guided,standard,dedicated,false,false,0,,8200,2025-01-04,false,true
I00448,mining,small,SE,temperate,medium,2-shift,Compactor,pro,passive,IP54,65,search,benelux,durability,/pricing,mobile,on-site,premium,dedicated,false,false,0,,56500,2024-05-16,false,true
I00449,food,mid,ES,temperate,low,3-shift,Conveyor,consumer,active,IP54,35,search,iberia,service,/spec-sheets,desktop,on-site,premium,pooled,false,false,0,5,4100,2025-01-14,false,true
I00450,food,small,ES,hot,low,1-shift,Lifter,industrial,liquid,IP66,90,distributor-ME,middle-east,uptime,/spec-sheets,desktop,self,standard,dedicated,false,false,0,4,54000,2025-03-20,false,true
I00451,construction,small,AE,hot,medium,3-shift,Hoist,consumer,active,IP66,35,paid-social,dach,service,/spec-sheets,tablet,self,standard,pooled,false,true,3,,3850,2024-07-02,false,true
I00452,logistics,mid,PL,temperate,high,1-shift,Conveyor,pro,active,IP65,65,referral,benelux,price,/contact,desktop,guided,none,dedicated,false,false,1,,58500,2024-10-11,false,true
I00453,construction,small,MA,temperate,high,2-shift,Hoist,industrial,liquid,IP66,90,trade-fair,iberia,durability,/contact,mobile,on-site,none,dedicated,false,false,0,,26550,2024-07-09,false,true
I00454,construction,small,ES,hot,low,1-shift,Loader,industrial,active,IP66,90,referral,iberia,price,/pricing,tablet,self,standard,pooled,false,false,0,4,54100,2025-01-01,false,true
I00455,logistics,small,MA,hot,high,2-shift,Hoist,pro,liquid,IP65,65,referral,iberia,price,/case-studies,mobile,guided,standard,pooled,true,true,2,,11250,2024-07-08,false,true
