action_id,customer,install,lever,choice,ts
A002282,K0208,I00571,commissioning,guided,2024-03-09
A002283,K0208,I00571,service_plan,premium,2024-03-09
A002284,K0208,I00571,support_tier,pooled,2024-03-09
A002285,K0203,I00572,sku_quoted,P036,2024-12-07
A002286,K0203,I00572,commissioning,self,2024-12-07
A002287,K0203,I00572,service_plan,premium,2024-12-07
A002288,K0203,I00572,support_tier,dedicated,2024-12-07
A002289,K0135,I00573,sku_quoted,P023,2025-06-21
A002290,K0135,I00573,commissioning,guided,2025-06-21
A002291,K0135,I00573,service_plan,standard,2025-06-21
A002292,K0135,I00573,support_tier,pooled,2025-06-21
A002293,K0134,I00574,sku_quoted,P019,2024-05-31
A002294,K0134,I00574,commissioning,on-site,2024-05-31
A002295,K0134,I00574,service_plan,premium,2024-05-31
A002296,K0134,I00574,support_tier,pooled,2024-05-31
A002297,K0277,I00575,sku_quoted,P035,2024-10-26
A002298,K0277,I00575,commissioning,on-site,2024-10-26
A002299,K0277,I00575,service_plan,premium,2024-10-26
A002300,K0277,I00575,support_tier,dedicated,2024-10-26
A002301,K0234,I00576,sku_quoted,P027,2024-08-22
A002302,K0234,I00576,commissioning,guided,2024-08-22
A002303,K0234,I00576,service_plan,none,2024-08-22
A002304,K0234,I00576,support_tier,dedicated,2024-08-22
A002305,K0441,I00577,sku_quoted,P021,2024-12-20
A002306,K0441,I00577,commissioning,guided,2024-12-20
A002307,K0441,I00577,service_plan,none,2024-12-20
A002308,K0441,I00577,support_tier,dedicated,2024-12-20
A002309,K0392,I00578,sku_quoted,P027,2024-04-15
A002310,K0392,I00578,commissioning,on-site,2024-04-15
A002311,K0392,I00578,service_plan,premium,2024-04-15
A002312,K0392,I00578,support_tier,dedicated,2024-04-15
A002313,K0385,I00579,sku_quoted,P035,2024-10-08
A002314,K0385,I00579,commissioning,self,2024-10-08
A002315,K0385,I00579,service_plan,none,2024-10-08
A002316,K0385,I00579,support_tier,pooled,2024-10-08
A002317,K0475,I00580,sku_quoted,P008,2024-05-03
A002318,K0475,I00580,commissioning,guided,2024-05-03
A002319,K0475,I00580,service_plan,standard,2024-05-03
A002320,K0475,I00580,support_tier,pooled,2024-05-03
A002321,K0268,I00581,sku_quoted,P009,2025-08-18
A002322,K0268,I00581,commissioning,on-site,2025-08-18
A002323,K0268,I00581,service_plan,standard,2025-08-18
A002324,K0268,I00581,support_tier,pooled,2025-08-18
A002325,K0209,I00582,sku_quoted,P030,2025-07-04
A002326,K0209,I00582,commissioning,self,2025-07-04
A002327,K0209,I00582,service_plan,none,2025-07-04
A002328,K0209,I00582,support_tier,dedicated,2025-07-04
A002329,K0131,I00583,sku_quoted,P036,2025-05-04
A002330,K0131,I00583,commissioning,self,2025-05-04
A002331,K0131,I00583,service_plan,none,2025-05-04
A002332,K0131,I00583,support_tier,pooled,2025-05-04
A002333,K0509,I00584,sku_quoted,P004,2025-02-27
A002334,K0509,I00584,commissioning,guided,2025-02-27
A002335,K0509,I00584,service_plan,standard,2025-02-27
A002336,K0509,I00584,support_tier,pooled,2025-02-27
A002337,K0138,I00585,sku_quoted,P004,2024-02-24
A002338,K0138,I00585,commissioning,on-site,2024-02-24
A002339,K0138,I00585,service_plan,standard,2024-02-24
A002340,K0138,I00585,support_tier,dedicated,2024-02-24
A002341,K0105,I00586,sku_quoted,P002,2024-06-06
A002342,K0105,I00586,commissioning,guided,2024-06-06
A002343,K0105,I00586,service_plan,standard,2024-06-06
A002344,K0105,I00586,support_tier,dedicated,2024-06-06
A002345,K0246,I00587,sku_quoted,P007,2024-09-03
A002346,K0246,I00587,commissioning,self,2024-09-03
A002347,K0246,I00587,service_plan,standard,2024-09-03
A002348,K0246,I00587,support_tier,pooled,2024-09-03
A002349,K0250,I00588,sku_quoted,P006,2025-05-20
A002350,K0250,I00588,commissioning,on-site,2025-05-20
A002351,K0250,I00588,service_plan,premium,2025-05-20
A002352,K0250,I00588,support_tier,dedicated,2025-05-20
A002353,K0417,I00589,sku_quoted,P042,2024-11-07
A002354,K0417,I00589,commissioning,on-site,2024-11-07
A002355,K0417,I00589,service_plan,standard,2024-11-07
A002356,K0417,I00589,support_tier,dedicated,2024-11-07
A002357,K0462,I00590,sku_quoted,P011,2024-12-24
A002358,K0462,I00590,commissioning,self,2024-12-24
A002359,K0462,I00590,service_plan,premium,2024-12-24
A002360,K0462,I00590,support_tier,pooled,2024-12-24
A002361,K0389,I00591,sku_quoted,P038,2024-04-19
A002362,K0389,I00591,commissioning,self,2024-04-19
A002363,K0389,I00591,service_plan,none,2024-04-19
A002364,K0389,I00591,support_tier,pooled,2024-04-19
A002365,K0200,I00592,sku_quoted,P001,2024-06-13
A002366,K0200,I00592,commissioning,guided,2024-06-13
A002367,K0200,I00592,service_plan,none,2024-06-13
A002368,K0200,I00592,support_tier,pooled,2024-06-13
A002369,K0178,I00593,sku_quoted,P035,2025-06-01
A002370,K0178,I00593,commissioning,guided,2025-06-01
A002371,K0178,I00593,service_plan,standard,2025-06-01
A002372,K0178,I00593,support_tier,pooled,2025-06-01
A002373,K0419,I00594,sku_quoted,P023,2025-06-30
A002374,K0419,I00594,commissioning,on-site,2025-06-30
A002375,K0419,I00594,service_plan,standard,2025-06-30
A002376,K0419,I00594,support_tier,dedicated,2025-06-30
A002377,K0092,I00595,sku_quoted,P013,2024-05-31
A002378,K0092,I00595,commissioning,on-site,2024-05-31
A002379,K0092,I00595,service_plan,standard,2024-05-31
A002380,K0092,I00595,support_tier,dedicated,2024-05-31
A002381,K0081,I00596,sku_quoted,P018,2025-03-23
A002382,K0081,I00596,commissioning,guided,2025-03-23
A002383,K0081,I00596,service_plan,premium,2025-03-23
A002384,K0081,I00596,support_tier,dedicated,2025-03-23
A002385,K0509,I00597,sku_quoted,P025,2024-03-04
A002386,K0509,I00597,commissioning,guided,2024-03-04
A002387,K0509,I00597,service_plan,none,2024-03-04
A002388,K0509,I00597,support_tier,pooled,2024-03-04
A002389,K0257,I00598,sku_quoted,P007,2025-01-25
A002390,K0257,I00598,commissioning,self,2025-01-25
A002391,K0257,I00598,service_plan,premium,2025-01-25
A002392,K0257,I00598,support_tier,dedicated,2025-01-25
A002393,K0181,I00599,sku_quoted,P037,2024-03-11
A002394,K0181,I00599,commissioning,self,2024-03-11
A002395,K0181,I00599,service_plan,standard,2024-03-11
A002396,K0181,I00599,support_tier,dedicated,2024-03-11
A002397,K0265,I00600,sku_quoted,P037,2024-07-20
A002398,K0265,I00600,commissioning,guided,2024-07-20
A002399,K0265,I00600,service_plan,standard,2024-07-20
A002400,K0265,I00600,support_tier,dedicated,2024-07-20
A002401,K0157,I00601,sku_quoted,P036,2025-06-23
A002402,K0157,I00601,commissioning,guided,2025-06-23
A002403,K0157,I00601,service_plan,standard,2025-06-23
A002404,K0157,I00601,support_tier,pooled,2025-06-23
A002405,K0284,I00602,sku_quoted,P035,2024-05-05
A002406,K0284,I00602,commissioning,self,2024-05-05
A002407,K0284,I00602,service_plan,premium,2024-05-05
A002408,K0284,I00602,support_tier,dedicated,2024-05-05
A002409,K0441,I00603,sku_quoted,P033,2024-10-09
A002410,K0441,I00603,commissioning,guided,2024-10-09
A002411,K0441,I00603,service_plan,none,2024-10-09
A002412,K0441,I00603,support_tier,pooled,2024-10-09
A002413,K0106,I00604,sku_quoted,P035,2025-07-22
A002414,K0106,I00604,commissioning,on-site,2025-07-22
A002415,K0106,I00604,service_plan,standard,2025-07-22
A002416,K0106,I00604,support_tier,dedicated,2025-07-22
A002417,K0308,I00605,sku_quoted,P038,2025-06-15
A002418,K0308,I00605,commissioning,self,2025-06-15
A002419,K0308,I00605,service_plan,premium,2025-06-15
A002420,K0308,I00605,support_tier,pooled,2025-06-15
A002421,K0050,I00606,sku_quoted,P042,2025-05-21
A002422,K0050,I00606,commissioning,self,2025-05-21
A002423,K0050,I00606,service_plan,standard,2025-05-21
A002424,K0050,I00606,support_tier,pooled,2025-05-21
A002425,K0291,I00607,sku_quoted,P026,2025-07-01
A002426,K0291,I00607,commissioning,self,2025-07-01
A002427,K0291,I00607,service_plan,premium,2025-07-01
A002428,K0291,I00607,support_tier,dedicated,2025-07-01
A002429,K0054,I00608,sku_quoted,P027,2025-04-30
A002430,K0054,I00608,commissioning,guided,2025-04-30
A002431,K0054,I00608,service_plan,none,2025-04-30
A002432,K0054,I00608,support_tier,pooled,2025-04-30
A002433,K0401,I00609,sku_quoted,P021,2024-10-05
A002434,K0401,I00609,commissioning,self,2024-10-05
A002435,K0401,I00609,service_plan,standard,2024-10-05
A002436,K0401,I00609,support_tier,pooled,2024-10-05
A002437,K0426,I00610,sku_quoted,P007,2025-04-15
A002438,K0426,I00610,commissioning,self,2025-04-15
A002439,K0426,I00610,service_plan,premium,2025-04-15
A002440,K0426,I00610,support_tier,dedicated,2025-04-15
A002441,K0404,I00611,sku_quoted,P041,2025-02-07
A002442,K0404,I00611,commissioning,guided,2025-02-07
A002443,K0404,I00611,service_plan,standard,2025-02-07
A002444,K0404,I00611,support_tier,pooled,2025-02-07
A002445,K0457,I00612,sku_quoted,P017,2024-05-17
A002446,K0457,I00612,commissioning,self,2024-05-17
A002447,K0457,I00612,service_plan,standard,2024-05-17
A002448,K0457,I00612,support_tier,dedicated,2024-05-17
A002449,K0109,I00613,sku_quoted,P042,2024-05-15
A002450,K0109,I00613,commissioning,guided,2024-05-15
A002451,K0109,I00613,service_plan,standard,2024-05-15
A002452,K0109,I00613,support_tier,dedicated,2024-05-15
A002453,K0473,I00614,sku_quoted,P035,2024-09-17
A002454,K0473,I00614,commissioning,on-site,2024-09-17
A002455,K0473,I00614,service_plan,none,2024-09-17
A002456,K0473,I00614,support_tier,dedicated,2024-09-17
A002457,K0418,I00615,sku_quoted,P019,2024-09-14
A002458,K0418,I00615,commissioning,self,2024-09-14
A002459,K0418,I00615,service_plan,standard,2024-09-14
A002460,K0418,I00615,support_tier,pooled,2024-09-14
A002461,K0087,I00616,sku_quoted,P005,2025-01-07
A002462,K0087,I00616,commissioning,self,2025-01-07
A002463,K0087,I00616,service_plan,premium,2025-01-07
A002464,K0087,I00616,support_tier,pooled,2025-01-07
A002465,K0255,I00617,sku_quoted,P027,2024-05-05
A002466,K0255,I00617,commissioning,self,2024-05-05
A002467,K0255,I00617,service_plan,none,2024-05-05
A002468,K0255,I00617,support_tier,pooled,2024-05-05
A002469,K0478,I00618,sku_quoted,P014,2024-10-24
A002470,K0478,I00618,commissioning,on-site,2024-10-24
A002471,K0478,I00618,service_plan,standard,2024-10-24
A002472,K0478,I00618,support_tier,dedicated,2024-10-24
A002473,K0260,I00619,sku_quoted,P035,2024-10-12
A002474,K0260,I00619,commissioning,self,2024-10-12
A002475,K0260,I00619,service_plan,standard,2024-10-12
A002476,K0260,I00619,support_tier,dedicated,2024-10-12
A002477,K0038,I00620,sku_quoted,P012,2024-03-20
A002478,K0038,I00620,commissioning,on-site,2024-03-20
A002479,K0038,I00620,service_plan,standard,2024-03-20
A002480,K0038,I00620,support_tier,pooled,2024-03-20
A002481,K0462,I00621,sku_quoted,P007,2024-12-05
A002482,K0462,I00621,commissioning,on-site,2024-12-05
A002483,K0462,I00621,service_plan,standard,2024-12-05
A002484,K0462,I00621,support_tier,pooled,2024-12-05
A002485,K0164,I00622,sku_quoted,P026,2024-03-12
A002486,K0164,I00622,commissioning,guided,2024-03-12
A002487,K0164,I00622,service_plan,none,2024-03-12
A002488,K0164,I00622,support_tier,pooled,2024-03-12
A002489,K0371,I00623,sku_quoted,P018,2024-07-23
A002490,K0371,I00623,commissioning,self,2024-07-23
A002491,K0371,I00623,service_plan,standard,2024-07-23
A002492,K0371,I00623,support_tier,dedicated,2024-07-23
A002493,K0054,I00624,sku_quoted,P005,2024-04-09
A002494,K0054,I00624,commissioning,on-site,2024-04-09
A002495,K0054,I00624,service_plan,standard,2024-04-09
A002496,K0054,I00624,support_tier,pooled,2024-04-09
A002497,K0406,I00625,sku_quoted,P015,2024-05-05
A002498,K0406,I00625,commissioning,on-site,2024-05-05
A002499,K0406,I00625,service_plan,none,2024-05-05
A002500,K0406,I00625,support_tier,pooled,2024-05-05
A002501,K0020,I00626,sku_quoted,P003,2024-11-20
A002502,K0020,I00626,commissioning,self,2024-11-20
A002503,K0020,I00626,service_plan,premium,2024-11-20
A002504,K0020,I00626,support_tier,pooled,2024-11-20
A002505,K0053,I00627,sku_quoted,P034,2024-03-05
A002506,K0053,I00627,commissioning,self,2024-03-05
A002507,K0053,I00627,service_plan,standard,2024-03-05
A002508,K0053,I00627,support_tier,dedicated,2024-03-05
A002509,K0018,I00628,sku_quoted,P025,2025-04-15
A002510,K0018,I00628,commissioning,on-site,2025-04-15
A002511,K0018,I00628,service_plan,none,2025-04-15
A002512,K0018,I00628,support_tier,dedicated,2025-04-15
A002513,K0483,I00629,sku_quoted,P024,2024-11-15
A002514,K0483,I00629,commissioning,guided,2024-11-15
A002515,K0483,I00629,service_plan,standard,2024-11-15
A002516,K0483,I00629,support_tier,dedicated,2024-11-15
A002517,K0325,I00630,sku_quoted,P036,2024-08-26
A002518,K0325,I00630,commissioning,self,2024-08-26
A002519,K0325,I00630,service_plan,standard,2024-08-26
A002520,K0325,I00630,support_tier,pooled,2024-08-26
A002521,K0205,I00631,sku_quoted,P028,2024-04-20
A002522,K0205,I00631,commissioning,self,2024-04-20
A002523,K0205,I00631,service_plan,standard,2024-04-20
A002524,K0205,I00631,support_tier,dedicated,2024-04-20
A002525,K0037,I00632,sku_quoted,P033,2025-06-25
A002526,K0037,I00632,commissioning,self,2025-06-25
A002527,K0037,I00632,service_plan,premium,2025-06-25
A002528,K0037,I00632,support_tier,pooled,2025-06-25
A002529,K0023,I00633,sku_quoted,P011,2025-05-10
A002530,K0023,I00633,commissioning,on-site,2025-05-10
A002531,K0023,I00633,service_plan,premium,2025-05-10
A002532,K0023,I00633,support_tier,dedicated,2025-05-10
A002533,K0261,I00634,sku_quoted,P015,2024-11-30
A002534,K0261,I00634,commissioning,self,2024-11-30
A002535,K0261,I00634,service_plan,none,2024-11-30
A002536,K0261,I00634,support_tier,pooled,2024-11-30
A002537,K0480,I00635,sku_quoted,P009,2025-03-27
A002538,K0480,I00635,commissioning,guided,2025-03-27
A002539,K0480,I00635,service_plan,none,2025-03-27
A002540,K0480,I00635,support_tier,dedicated,2025-03-27
A002541,K0064,I00636,sku_quoted,P022,2024-11-03
A002542,K0064,I00636,commissioning,self,2024-11-03
A002543,K0064,I00636,service_plan,premium,2024-11-03
A002544,K0064,I00636,support_tier,dedicated,2024-11-03
A002545,K0180,I00637,sku_quoted,P036,2025-02-22
A002546,K0180,I00637,commissioning,guided,2025-02-22
A002547,K0180,I00637,service_plan,standard,2025-02-22
A002548,K0180,I00637,support_tier,pooled,2025-02-22
A002549,K0450,I00638,sku_quoted,P004,2024-11-24
A002550,K0450,I00638,commissioning,self,2024-11-24
A002551,K0450,I00638,service_plan,none,2024-11-24
A002552,K0450,I00638,support_tier,dedicated,2024-11-24
A002553,K0094,I00639,sku_quoted,P021,2024-12-08
A002554,K0094,I00639,commissioning,on-site,2024-12-08
A002555,K0094,I00639,service_plan,none,2024-12-08
A002556,K0094,I00639,support_tier,dedicated,2024-12-08
A002557,K0479,I00640,sku_quoted,P037,2025-02-24
A002558,K0479,I00640,commissioning,on-site,2025-02-24
A002559,K0479,I00640,service_plan,none,2025-02-24
A002560,K0479,I00640,support_tier,dedicated,2025-02-24
A002561,K0501,I00641,sku_quoted,P032,2024-03-30
A002562,K0501,I00641,commissioning,on-site,2024-03-30
A002563,K0501,I00641,service_plan,standard,2024-03-30
A002564,K0501,I00641,support_tier,pooled,2024-03-30
A002565,K0515,I00642,sku_quoted,P007,2024-11-02
A002566,K0515,I00642,commissioning,on-site,2024-11-02
A002567,K0515,I00642,service_plan,none,2024-11-02
A002568,K0515,I00642,support_tier,pooled,2024-11-02
A002569,K0509,I00643,sku_quoted,P012,2024-07-11
A002570,K0509,I00643,commissioning,guided,2024-07-11
A002571,K0509,I00643,service_plan,standard,2024-07-11
A002572,K0509,I00643,support_tier,pooled,2024-07-11
A002573,K0076,I00644,sku_quoted,P016,2024-11-16
A002574,K0076,I00644,commissioning,guided,2024-11-16
A002575,K0076,I00644,service_plan,none,2024-11-16
A002576,K0076,I00644,support_tier,dedicated,2024-11-16
A002577,K0056,I00645,sku_quoted,P007,2025-04-19
A002578,K0056,I00645,commissioning,self,2025-04-19
A002579,K0056,I00645,service_plan,standard,2025-04-19
A002580,K0056,I00645,support_tier,dedicated,2025-04-19
A002581,K0327,I00646,sku_quoted,P003,2025-01-08
A002582,K0327,I00646,commissioning,guided,2025-01-08
A002583,K0327,I00646,service_plan,standard,2025-01-08
A002584,K0327,I00646,support_tier,pooled,2025-01-08
A002585,K0108,I00647,sku_quoted,P003,2024-07-25
A002586,K0108,I00647,commissioning,on-site,2024-07-25
A002587,K0108,I00647,service_plan,premium,2024-07-25
A002588,K0108,I00647,support_tier,pooled,2024-07-25
A002589,K0253,I00648,sku_quoted,P025,2025-05-02
A002590,K0253,I00648,commissioning,on-site,2025-05-02
A002591,K0253,I00648,service_plan,none,2025-05-02
A002592,K0253,I00648,support_tier,dedicated,2025-05-02
A002593,K0408,I00649,sku_quoted,P033,2025-05-01
A002594,K0408,I00649,commissioning,self,2025-05-01
A002595,K0408,I00649,service_plan,none,2025-05-01
A002596,K0408,I00649,support_tier,dedicated,2025-05-01
A002597,K0246,I00650,sku_quoted,P021,2024-09-15
A002598,K0246,I00650,commissioning,guided,2024-09-15
A002599,K0246,I00650,service_plan,premium,2024-09-15
A002600,K0246,I00650,support_tier,dedicated,2024-09-15
A002601,K0034,I00651,sku_quoted,P015,2024-12-18
A002602,K0034,I00651,commissioning,on-site,2024-12-18
A002603,K0034,I00651,service_plan,none,2024-12-18
A002604,K0034,I00651,support_tier,pooled,2024-12-18
A002605,K0410,I00652,sku_quoted,P025,2025-01-06
A002606,K0410,I00652,commissioning,self,2025-01-06
A002607,K0410,I00652,service_plan,standard,2025-01-06
A002608,K0410,I00652,support_tier,dedicated,2025-01-06
A002609,K0389,I00653,sku_quoted,P021,2024-03-13
A002610,K0389,I00653,commissioning,guided,2024-03-13
A002611,K0389,I00653,service_plan,premium,2024-03-13
A002612,K0389,I00653,support_tier,dedicated,2024-03-13
A002613,K0214,I00654,sku_quoted,P027,2024-09-11
A002614,K0214,I00654,commissioning,self,2024-09-11
A002615,K0214,I00654,service_plan,standard,2024-09-11
A002616,K0214,I00654,support_tier,dedicated,2024-09-11
A002617,K0100,I00655,sku_quoted,P033,2025-03-18
A002618,K0100,I00655,commissioning,self,2025-03-18
A002619,K0100,I00655,service_plan,standard,2025-03-18
A002620,K0100,I00655,support_tier,pooled,2025-03-18
A002621,K0470,I00656,sku_quoted,P004,2024-12-03
A002622,K0470,I00656,commissioning,on-site,2024-12-03
A002623,K0470,I00656,service_plan,none,2024-12-03
A002624,K0470,I00656,support_tier,dedicated,2024-12-03
A002625,K0333,I00657,sku_quoted,P030,2024-07-08
A002626,K0333,I00657,commissioning,on-site,2024-07-08
A002627,K0333,I00657,service_plan,standard,2024-07-08
A002628,K0333,I00657,support_tier,pooled,2024-07-08
A002629,K0043,I00658,sku_quoted,P001,2024-06-16
A002630,K0043,I00658,commissioning,self,2024-06-16
A002631,K0043,I00658,service_plan,standard,2024-06-16
A002632,K0043,I00658,support_tier,pooled,2024-06-16
A002633,K0441,I00659,sku_quoted,P036,2025-04-21
A002634,K0441,I00659,commissioning,guided,2025-04-21
A002635,K0441,I00659,service_plan,standard,2025-04-21
A002636,K0441,I00659,support_tier,dedicated,2025-04-21
A002637,K0366,I00660,sku_quoted,P023,2025-02-06
A002638,K0366,I00660,commissioning,self,2025-02-06
A002639,K0366,I00660,service_plan,standard,2025-02-06
A002640,K0366,I00660,support_tier,pooled,2025-02-06
A002641,K0024,I00661,sku_quoted,P024,2024-10-11
A002642,K0024,I00661,commissioning,guided,2024-10-11
A002643,K0024,I00661,service_plan,premium,2024-10-11
A002644,K0024,I00661,support_tier,pooled,2024-10-11
A002645,K0387,I00662,sku_quoted,P040,2024-07-14
A002646,K0387,I00662,commissioning,self,2024-07-14
A002647,K0387,I00662,service_plan,standard,2024-07-14
A002648,K0387,I00662,support_tier,dedicated,2024-07-14
A002649,K0407,I00663,sku_quoted,P042,2024-05-06
A002650,K0407,I00663,commissioning,self,2024-05-06
A002651,K0407,I00663,service_plan,premium,2024-05-06
A002652,K0407,I00663,support_tier,dedicated,2024-05-06
A002653,K0407,I00664,sku_quoted,P029,2024-07-30
A002654,K0407,I00664,commissioning,self,2024-07-30
A002655,K0407,I00664,service_plan,premium,2024-07-30
A002656,K0407,I00664,support_tier,dedicated,2024-07-30
A002657,K0318,I00665,sku_quoted,P034,2025-03-23
A002658,K0318,I00665,commissioning,on-site,2025-03-23
A002659,K0318,I00665,service_plan,none,2025-03-23
A002660,K0318,I00665,support_tier,pooled,2025-03-23
A002661,K0514,I00666,sku_quoted,P009,2025-08-19
A002662,K0514,I00666,commissioning,self,2025-08-19
A002663,K0514,I00666,service_plan,premium,2025-08-19
A002664,K0514,I00666,support_tier,dedicated,2025-08-19
A002665,K0221,I00667,sku_quoted,P042,2025-01-01
A002666,K0221,I00667,commissioning,on-site,2025-01-01
A002667,K0221,I00667,service_plan,standard,2025-01-01
A002668,K0221,I00667,support_tier,pooled,2025-01-01
A002669,K0229,I00668,sku_quoted,P036,2025-03-05
A002670,K0229,I00668,commissioning,self,2025-03-05
A002671,K0229,I00668,service_plan,standard,2025-03-05
A002672,K0229,I00668,support_tier,pooled,2025-03-05
A002673,K0048,I00669,sku_quoted,P002,2024-06-08
A002674,K0048,I00669,commissioning,on-site,2024-06-08
A002675,K0048,I00669,service_plan,standard,2024-06-08
A002676,K0048,I00669,support_tier,pooled,2024-06-08
A002677,K0425,I00670,sku_quoted,P008,2024-03-31
A002678,K0425,I00670,commissioning,self,2024-03-31
A002679,K0425,I00670,service_plan,premium,2024-03-31
A002680,K0425,I00670,support_tier,pooled,2024-03-31
A002681,K0043,I00671,sku_quoted,P010,2025-02-04
A002682,K0043,I00671,commissioning,self,2025-02-04
A002683,K0043,I00671,service_plan,standard,2025-02-04
A002684,K0043,I00671,support_tier,pooled,2025-02-04
A002685,K0431,I00672,sku_quoted,P001,2025-07-04
A002686,K0431,I00672,commissioning,guided,2025-07-04
A002687,K0431,I00672,service_plan,standard,2025-07-04
A002688,K0431,I00672,support_tier,pooled,2025-07-04
A002689,K0181,I00673,sku_quoted,P036,2024-06-19
A002690,K0181,I00673,commissioning,self,2024-06-19
A002691,K0181,I00673,service_plan,none,2024-06-19
A002692,K0181,I00673,support_tier,pooled,2024-06-19
A002693,K0034,I00674,sku_quoted,P012,2024-05-21
A002694,K0034,I00674,commissioning,self,2024-05-21
A002695,K0034,I00674,service_plan,standard,2024-05-21
A002696,K0034,I00674,support_tier,pooled,2024-05-21
A002697,K0205,I00675,sku_quoted,P019,2024-10-04
A002698,K0205,I00675,commissioning,on-site,2024-10-04
A002699,K0205,I00675,service_plan,premium,2024-10-04
A002700,K0205,I00675,support_tier,pooled,2024-10-04
A002701,K0038,I00676,sku_quoted,P018,2024-09-07
A002702,K0038,I00676,commissioning,guided,2024-09-07
A002703,K0038,I00676,service_plan,standard,2024-09-07
A002704,K0038,I00676,support_tier,pooled,2024-09-07
A002705,K0043,I00677,sku_quoted,P021,2025-07-20
A002706,K0043,I00677,commissioning,guided,2025-07-20
A002707,K0043,I00677,service_plan,standard,2025-07-20
A002708,K0043,I00677,support_tier,dedicated,2025-07-20
A002709,K0186,I00678,sku_quoted,P007,2025-02-01
A002710,K0186,I00678,commissioning,guided,2025-02-01
A002711,K0186,I00678,service_plan,standard,2025-02-01
A002712,K0186,I00678,support_tier,dedicated,2025-02-01
A002713,K0405,I00679,sku_quoted,P013,2024-09-01
A002714,K0405,I00679,commissioning,self,2024-09-01
A002715,K0405,I00679,service_plan,standard,2024-09-01
A002716,K0405,I00679,support_tier,dedicated,2024-09-01
A002717,K0360,I00680,sku_quoted,P030,2024-07-17
A002718,K0360,I00680,commissioning,self,2024-07-17
A002719,K0360,I00680,service_plan,standard,2024-07-17
A002720,K0360,I00680,support_tier,pooled,2024-07-17
A002721,K0035,I00681,sku_quoted,P003,2024-06-13
A002722,K0035,I00681,commissioning,guided,2024-06-13
A002723,K0035,I00681,service_plan,standard,2024-06-13
A002724,K0035,I00681,support_tier,dedicated,2024-06-13
A002725,K0112,I00682,sku_quoted,P032,2025-01-24
A002726,K0112,I00682,commissioning,guided,2025-01-24
A002727,K0112,I00682,service_plan,none,2025-01-24
A002728,K0112,I00682,support_tier,pooled,2025-01-24
A002729,K0012,I00683,sku_quoted,P012,2025-01-17
A002730,K0012,I00683,commissioning,guided,2025-01-17
A002731,K0012,I00683,service_plan,none,2025-01-17
A002732,K0012,I00683,support_tier,dedicated,2025-01-17
A002733,K0477,I00684,sku_quoted,P001,2024-08-20
A002734,K0477,I00684,commissioning,on-site,2024-08-20
A002735,K0477,I00684,service_plan,standard,2024-08-20
A002736,K0477,I00684,support_tier,pooled,2024-08-20
A002737,K0152,I00685,sku_quoted,P013,2024-11-14
A002738,K0152,I00685,commissioning,on-site,2024-11-14
A002739,K0152,I00685,service_plan,premium,2024-11-14
A002740,K0152,I00685,support_tier,dedicated,2024-11-14
A002741,K0200,I00686,sku_quoted,P004,2025-01-25
A002742,K0200,I00686,commissioning,guided,2025-01-25
A002743,K0200,I00686,service_plan,premium,2025-01-25
A002744,K0200,I00686,support_tier,pooled,2025-01-25
A002745,K0360,I00687,sku_quoted,P041,2024-10-31
A002746,K0360,I00687,commissioning,self,2024-10-31
A002747,K0360,I00687,service_plan,none,2024-10-31
A002748,K0360,I00687,support_tier,pooled,2024-10-31
A002749,K0407,I00688,sku_quoted,P006,2024-07-28
A002750,K0407,I00688,commissioning,self,2024-07-28
A002751,K0407,I00688,service_plan,none,2024-07-28
A002752,K0407,I00688,support_tier,pooled,2024-07-28
A002753,K0274,I00689,sku_quoted,P001,2025-06-01
A002754,K0274,I00689,commissioning,guided,2025-06-01
A002755,K0274,I00689,service_plan,standard,2025-06-01
A002756,K0274,I00689,support_tier,dedicated,2025-06-01
A002757,K0439,I00690,sku_quoted,P039,2025-02-20
A002758,K0439,I00690,commissioning,on-site,2025-02-20
A002759,K0439,I00690,service_plan,none,2025-02-20
A002760,K0439,I00690,support_tier,dedicated,2025-02-20
A002761,K0100,I00691,sku_quoted,P005,2024-09-10
A002762,K0100,I00691,commissioning,on-site,2024-09-10
A002763,K0100,I00691,service_plan,none,2024-09-10
A002764,K0100,I00691,support_tier,pooled,2024-09-10
A002765,K0062,I00692,sku_quoted,P010,2024-12-20
A002766,K0062,I00692,commissioning,on-site,2024-12-20
A002767,K0062,I00692,service_plan,standard,2024-12-20
A002768,K0062,I00692,support_tier,pooled,2024-12-20
A002769,K0265,I00693,sku_quoted,P031,2025-07-08
A002770,K0265,I00693,commissioning,self,2025-07-08
A002771,K0265,I00693,service_plan,standard,2025-07-08
A002772,K0265,I00693,support_tier,dedicated,2025-07-08
A002773,K0064,I00694,sku_quoted,P037,2024-11-03
A002774,K0064,I00694,commissioning,self,2024-11-03
A002775,K0064,I00694,service_plan,none,2024-11-03
A002776,K0064,I00694,support_tier,pooled,2024-11-03
A002777,K0390,I00695,sku_quoted,P028,2024-05-31
A002778,K0390,I00695,commissioning,self,2024-05-31
A002779,K0390,I00695,service_plan,standard,2024-05-31
A002780,K0390,I00695,support_tier,dedicated,2024-05-31
A002781,K0098,I00696,sku_quoted,P026,2025-03-12
A002782,K0098,I00696,commissioning,self,2025-03-12
A002783,K0098,I00696,service_plan,premium,2025-03-12
A002784,K0098,I00696,support_tier,pooled,2025-03-12
