event_id,customer,session,install,type,page,body,value,ts
V005317,K0511,E00550,I00550,page_view,/products,,,2024-11-08
V005318,K0511,E00550,I00550,spec_download,,,,2024-11-09
V005319,K0511,E00550,I00550,quote_request,,,,2024-11-14
V005320,K0511,E00550,I00550,purchase,,,9000,2024-12-05
V005321,K0511,E00550,I00550,install,,,,2025-01-04
V005322,K0511,E00550,I00550,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-03-17
V005323,K0511,E00550,I00550,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-03-17
V005324,K0511,E00550,I00550,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-11-28
V005325,K0511,E00550,I00550,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-11-28
V005326,K0511,E00550,I00550,feedback_given,,wear parts go faster than expected at our duty cycle,,2025-04-18
V005327,K0511,E00550,I00550,reorder,,,,2026-02-08
V005328,K0396,E00551,I00551,ad_click,/pricing,,,2024-12-31
V005329,K0396,E00551,I00551,page_view,/contact,,,2025-01-01
V005330,K0396,E00551,I00551,page_view,/contact,,,2025-01-02
V005331,K0396,E00551,I00551,spec_download,,,,2025-01-04
V005332,K0396,E00551,I00551,quote_request,,,,2025-01-09
V005333,K0396,E00551,I00551,purchase,,,11700,2025-01-30
V005334,K0396,E00551,I00551,install,,,,2025-03-01
V005335,K0396,E00551,I00551,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2026-03-22
V005336,K0396,E00551,I00551,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2026-03-22
V005337,K0396,E00551,I00551,reorder,,,,2026-04-05
V005338,K0499,E00552,I00552,ad_click,/contact,,,2024-12-25
V005339,K0499,E00552,I00552,page_view,/spec-sheets,,,2024-12-26
V005340,K0499,E00552,I00552,page_view,/contact,,,2024-12-27
V005341,K0499,E00552,I00552,spec_download,,,,2024-12-29
V005342,K0499,E00552,I00552,quote_request,,,,2025-01-03
V005343,K0499,E00552,I00552,purchase,,,23500,2025-01-24
V005344,K0499,E00552,I00552,install,,,,2025-02-23
V005345,K0499,E00552,I00552,lapse,,,,2026-03-30
V005346,K0512,E00553,I00553,ad_click,/contact,,,2025-02-17
V005347,K0512,E00553,I00553,page_view,/spec-sheets,,,2025-02-18
V005348,K0512,E00553,I00553,spec_download,,,,2025-02-21
V005349,K0512,E00553,I00553,quote_request,,,,2025-02-26
V005350,K0512,E00553,I00553,purchase,,,4500,2025-03-19
V005351,K0512,E00553,I00553,install,,,,2025-04-18
V005352,K0512,E00553,I00553,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-08-11
V005353,K0512,E00553,I00553,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-08-11
V005354,K0512,E00553,I00553,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-06-29
V005355,K0512,E00553,I00553,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-06-29
V005356,K0512,E00553,I00553,feedback_given,,support took days to come back to us while the line was stopped,,2025-07-29
V005357,K0512,E00553,I00553,reorder,,,,2026-05-23
V005358,K0429,E00554,I00554,ad_click,/products,,,2024-11-07
V005359,K0429,E00554,I00554,page_view,/pricing,,,2024-11-08
V005360,K0429,E00554,I00554,page_view,/products,,,2024-11-09
V005361,K0429,E00554,I00554,page_view,/contact,,,2024-11-10
V005362,K0429,E00554,I00554,spec_download,,,,2024-11-11
V005363,K0429,E00554,I00554,quote_request,,,,2024-11-16
V005364,K0429,E00554,I00554,purchase,,,11200,2024-12-07
V005365,K0429,E00554,I00554,install,,,,2025-01-06
V005366,K0429,E00554,I00554,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-26
V005367,K0429,E00554,I00554,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-26
V005368,K0429,E00554,I00554,feedback_given,,wear parts go faster than expected at our duty cycle,,2025-07-15
V005369,K0429,E00554,I00554,lapse,,,,2026-02-10
V005370,K0507,E00555,I00555,ad_click,/case-studies,,,2024-08-27
V005371,K0507,E00555,I00555,page_view,/case-studies,,,2024-08-28
V005372,K0507,E00555,I00555,spec_download,,,,2024-08-31
V005373,K0507,E00555,I00555,quote_request,,,,2024-09-05
V005374,K0507,E00555,I00555,purchase,,,4300,2024-09-26
V005375,K0507,E00555,I00555,install,,,,2024-10-26
V005376,K0507,E00555,I00555,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-03-23
V005377,K0507,E00555,I00555,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-03-23
V005378,K0507,E00555,I00555,feedback_given,,support took days to come back to us while the line was stopped,,2025-06-08
V005379,K0507,E00555,I00555,reorder,,,,2025-11-30
V005380,K0323,E00556,I00556,ad_click,/contact,,,2024-01-20
V005381,K0323,E00556,I00556,page_view,/spec-sheets,,,2024-01-21
V005382,K0323,E00556,I00556,quote_request,,,,2024-01-29
V005383,K0323,E00556,I00556,purchase,,,11500,2024-02-19
V005384,K0323,E00556,I00556,install,,,,2024-03-20
V005385,K0323,E00556,I00556,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-18
V005386,K0323,E00556,I00556,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-18
V005387,K0323,E00556,I00556,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-04-02
V005388,K0323,E00556,I00556,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-04-02
V005389,K0323,E00556,I00556,ticket_open,,"control board error code 21, replaced the relay, fault cleared",,2024-11-20
V005390,K0323,E00556,I00556,feedback_given,,"solid machine, support answered quickly when we asked",,2025-05-01
V005391,K0323,E00556,I00556,reorder,,,,2025-04-24
V005392,K0135,E00557,I00557,ad_click,/case-studies,,,2024-04-08
V005393,K0135,E00557,I00557,page_view,/pricing,,,2024-04-09
V005394,K0135,E00557,I00557,page_view,/pricing,,,2024-04-10
V005395,K0135,E00557,I00557,spec_download,,,,2024-04-12
V005396,K0135,E00557,I00557,quote_request,,,,2024-04-17
V005397,K0135,E00557,I00557,purchase,,,11300,2024-05-08
V005398,K0135,E00557,I00557,install,,,,2024-06-07
V005399,K0135,E00557,I00557,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2024-08-02
V005400,K0135,E00557,I00557,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2024-08-02
V005401,K0135,E00557,I00557,reorder,,,,2025-07-12
V005402,K0520,E00558,I00558,ad_click,/case-studies,,,2025-03-12
V005403,K0520,E00558,I00558,page_view,/contact,,,2025-03-13
V005404,K0520,E00558,I00558,page_view,/products,,,2025-03-14
V005405,K0520,E00558,I00558,spec_download,,,,2025-03-16
V005406,K0520,E00558,I00558,quote_request,,,,2025-03-21
V005407,K0520,E00558,I00558,purchase,,,12900,2025-04-11
V005408,K0520,E00558,I00558,install,,,,2025-05-11
V005409,K0520,E00558,I00558,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-05-25
V005410,K0520,E00558,I00558,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-05-25
V005411,K0520,E00558,I00558,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-10-18
V005412,K0520,E00558,I00558,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-10-18
V005413,K0520,E00558,I00558,lapse,,,,2026-06-15
V005414,K0442,E00559,I00559,ad_click,/case-studies,,,2025-01-23
V005415,K0442,E00559,I00559,page_view,/case-studies,,,2025-01-24
V005416,K0442,E00559,I00559,page_view,/pricing,,,2025-01-25
V005417,K0442,E00559,I00559,page_view,/contact,,,2025-01-26
V005418,K0442,E00559,I00559,spec_download,,,,2025-01-27
V005419,K0442,E00559,I00559,quote_request,,,,2025-02-01
V005420,K0442,E00559,I00559,purchase,,,11600,2025-02-22
V005421,K0442,E00559,I00559,install,,,,2025-03-24
V005422,K0442,E00559,I00559,reorder,,,,2026-04-28
V005423,K0444,E00560,I00560,ad_click,/case-studies,,,2025-04-08
V005424,K0444,E00560,I00560,page_view,/products,,,2025-04-09
V005425,K0444,E00560,I00560,spec_download,,,,2025-04-12
V005426,K0444,E00560,I00560,quote_request,,,,2025-04-17
V005427,K0444,E00560,I00560,purchase,,,7900,2025-05-08
V005428,K0444,E00560,I00560,install,,,,2025-06-07
V005429,K0444,E00560,I00560,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-10-08
V005430,K0444,E00560,I00560,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-10-08
V005431,K0444,E00560,I00560,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-05-31
V005432,K0444,E00560,I00560,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-05-31
V005433,K0444,E00560,I00560,feedback_given,,support took days to come back to us while the line was stopped,,2025-08-08
V005434,K0444,E00560,I00560,reorder,,,,2026-07-12
V005435,K0382,E00561,I00561,ad_click,/products,,,2024-04-17
V005436,K0382,E00561,I00561,page_view,/case-studies,,,2024-04-18
V005437,K0382,E00561,I00561,spec_download,,,,2024-04-21
V005438,K0382,E00561,I00561,quote_request,,,,2024-04-26
V005439,K0382,E00561,I00561,purchase,,,58000,2024-05-17
V005440,K0382,E00561,I00561,install,,,,2024-06-16
V005441,K0382,E00561,I00561,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-03-03
V005442,K0382,E00561,I00561,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-03-03
V005443,K0382,E00561,I00561,feedback_given,,support took days to come back to us while the line was stopped,,2025-01-13
V005444,K0382,E00561,I00561,reorder,,,,2025-07-21
V005445,K0163,E00562,I00562,ad_click,/case-studies,,,2024-04-10
V005446,K0163,E00562,I00562,page_view,/case-studies,,,2024-04-11
V005447,K0163,E00562,I00562,page_view,/products,,,2024-04-12
V005448,K0163,E00562,I00562,page_view,/products,,,2024-04-13
V005449,K0163,E00562,I00562,spec_download,,,,2024-04-14
V005450,K0163,E00562,I00562,quote_request,,,,2024-04-19
V005451,K0163,E00562,I00562,purchase,,,11600,2024-05-10
V005452,K0163,E00562,I00562,install,,,,2024-06-09
V005453,K0163,E00562,I00562,reorder,,,,2025-07-14
V005454,K0318,E00563,I00563,ad_click,/contact,,,2024-01-22
V005455,K0318,E00563,I00563,page_view,/products,,,2024-01-23
V005456,K0318,E00563,I00563,page_view,/contact,,,2024-01-24
V005457,K0318,E00563,I00563,quote_request,,,,2024-01-31
V005458,K0318,E00563,I00563,purchase,,,20500,2024-02-21
V005459,K0318,E00563,I00563,install,,,,2024-03-22
V005460,K0318,E00563,I00563,feedback_given,,"solid machine, support answered quickly when we asked",,2025-04-27
V005461,K0318,E00563,I00563,reorder,,,,2025-04-26
V005462,K0201,E00564,I00564,ad_click,/products,,,2024-09-27
V005463,K0201,E00564,I00564,page_view,/case-studies,,,2024-09-28
V005464,K0201,E00564,I00564,page_view,/spec-sheets,,,2024-09-29
V005465,K0201,E00564,I00564,quote_request,,,,2024-10-06
V005466,K0201,E00564,I00564,purchase,,,56500,2024-10-27
V005467,K0201,E00564,I00564,install,,,,2024-11-26
V005468,K0201,E00564,I00564,ticket_open,,"power supply dropout, breaker tripped once, wiring inspected and fine",,2025-11-18
V005469,K0201,E00564,I00564,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-12-01
V005470,K0201,E00564,I00564,reorder,,,,2025-12-31
V005471,K0376,E00565,I00565,ad_click,/pricing,,,2024-11-05
V005472,K0376,E00565,I00565,page_view,/case-studies,,,2024-11-06
V005473,K0376,E00565,I00565,page_view,/pricing,,,2024-11-07
V005474,K0376,E00565,I00565,page_view,/products,,,2024-11-08
V005475,K0376,E00565,I00565,spec_download,,,,2024-11-09
V005476,K0376,E00565,I00565,quote_request,,,,2024-11-14
V005477,K0376,E00565,I00565,purchase,,,4100,2024-12-05
V005478,K0376,E00565,I00565,install,,,,2025-01-04
V005479,K0376,E00565,I00565,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-05-25
V005480,K0376,E00565,I00565,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-05-25
V005481,K0376,E00565,I00565,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-06-22
V005482,K0376,E00565,I00565,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-06-22
V005483,K0376,E00565,I00565,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-03-25
V005484,K0376,E00565,I00565,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-03-25
V005485,K0376,E00565,I00565,feedback_given,,"keeps overheating in summer, not what we were promised on uptime",,2025-05-23
V005486,K0376,E00565,I00565,reorder,,,,2026-02-08
V005487,K0119,E00566,I00566,ad_click,/pricing,,,2025-01-28
V005488,K0119,E00566,I00566,page_view,/pricing,,,2025-01-29
V005489,K0119,E00566,I00566,page_view,/contact,,,2025-01-30
V005490,K0119,E00566,I00566,page_view,/pricing,,,2025-01-31
V005491,K0119,E00566,I00566,spec_download,,,,2025-02-01
V005492,K0119,E00566,I00566,quote_request,,,,2025-02-06
V005493,K0119,E00566,I00566,purchase,,,54100,2025-02-27
V005494,K0119,E00566,I00566,install,,,,2025-03-29
V005495,K0119,E00566,I00566,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-02-28
V005496,K0119,E00566,I00566,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-02-28
V005497,K0119,E00566,I00566,feedback_given,,support took days to come back to us while the line was stopped,,2026-07-16
V005498,K0119,E00566,I00566,reorder,,,,2026-05-03
V005499,K0376,E00567,I00567,ad_click,/spec-sheets,,,2024-02-09
V005500,K0376,E00567,I00567,page_view,/pricing,,,2024-02-10
V005501,K0376,E00567,I00567,page_view,/contact,,,2024-02-11
V005502,K0376,E00567,I00567,page_view,/spec-sheets,,,2024-02-12
V005503,K0376,E00567,I00567,spec_download,,,,2024-02-13
V005504,K0376,E00567,I00567,quote_request,,,,2024-02-18
V005505,K0376,E00567,I00567,purchase,,,11200,2024-03-10
V005506,K0376,E00567,I00567,install,,,,2024-04-09
V005507,K0376,E00567,I00567,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-12-06
V005508,K0376,E00567,I00567,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-12-06
V005509,K0376,E00567,I00567,feedback_given,,wear parts go faster than expected at our duty cycle,,2025-06-29
V005510,K0376,E00567,I00567,lapse,,,,2025-05-14
V005511,K0157,E00568,I00568,ad_click,/contact,,,2024-03-26
V005512,K0157,E00568,I00568,page_view,/products,,,2024-03-27
V005513,K0157,E00568,I00568,page_view,/pricing,,,2024-03-28
V005514,K0157,E00568,I00568,spec_download,,,,2024-03-30
V005515,K0157,E00568,I00568,quote_request,,,,2024-04-04
V005516,K0157,E00568,I00568,purchase,,,4100,2024-04-25
V005517,K0157,E00568,I00568,install,,,,2024-05-25
V005518,K0157,E00568,I00568,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-07-12
V005519,K0157,E00568,I00568,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-07-12
V005520,K0157,E00568,I00568,reorder,,,,2025-06-29
V005521,K0079,E00569,I00569,ad_click,/products,,,2025-02-28
V005522,K0079,E00569,I00569,page_view,/spec-sheets,,,2025-03-01
V005523,K0079,E00569,I00569,quote_request,,,,2025-03-09
V005524,K0079,E00569,I00569,purchase,,,11550,2025-03-30
V005525,K0079,E00569,I00569,install,,,,2025-04-29
V005526,K0079,E00569,I00569,feedback_given,,"solid machine, support answered quickly when we asked",,2025-10-21
V005527,K0079,E00569,I00569,reorder,,,,2026-06-03
V005528,K0024,E00570,I00570,ad_click,/contact,,,2024-08-10
V005529,K0024,E00570,I00570,page_view,/spec-sheets,,,2024-08-11
V005530,K0024,E00570,I00570,spec_download,,,,2024-08-14
V005531,K0024,E00570,I00570,quote_request,,,,2024-08-19
V005532,K0024,E00570,I00570,purchase,,,11250,2024-09-09
V005533,K0024,E00570,I00570,install,,,,2024-10-09
V005534,K0024,E00570,I00570,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-01-22
V005535,K0024,E00570,I00570,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-01-22
V005536,K0024,E00570,I00570,reorder,,,,2025-11-13
V005537,K0208,E00571,I00571,ad_click,/spec-sheets,,,2024-02-03
V005538,K0208,E00571,I00571,page_view,/contact,,,2024-02-04
V005539,K0208,E00571,I00571,quote_request,,,,2024-02-12
V005540,K0208,E00571,I00571,purchase,,,11800,2024-03-04
V005541,K0208,E00571,I00571,install,,,,2024-04-03
V005542,K0208,E00571,I00571,reorder,,,,2025-05-08
V005543,K0203,E00572,I00572,ad_click,/products,,,2024-10-22
V005544,K0203,E00572,I00572,page_view,/products,,,2024-10-23
V005545,K0203,E00572,I00572,page_view,/spec-sheets,,,2024-10-24
V005546,K0203,E00572,I00572,spec_download,,,,2024-10-26
V005547,K0203,E00572,I00572,quote_request,,,,2024-10-31
V005548,K0203,E00572,I00572,purchase,,,12750,2024-11-21
V005549,K0203,E00572,I00572,install,,,,2024-12-21
V005550,K0203,E00572,I00572,feedback_given,,"reliable so far, operators like the controls",,2025-07-24
V005551,K0203,E00572,I00572,lapse,,,,2026-01-25
V005552,K0135,E00573,I00573,ad_click,/pricing,,,2025-04-30
V005553,K0135,E00573,I00573,page_view,/products,,,2025-05-01
V005554,K0135,E00573,I00573,page_view,/contact,,,2025-05-02
V005555,K0135,E00573,I00573,spec_download,,,,2025-05-04
V005556,K0135,E00573,I00573,quote_request,,,,2025-05-09
V005557,K0135,E00573,I00573,purchase,,,3850,2025-05-30
V005558,K0135,E00573,I00573,install,,,,2025-06-29
V005559,K0135,E00573,I00573,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-05-30
V005560,K0135,E00573,I00573,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-05-30
V005561,K0135,E00573,I00573,lapse,,,,2026-08-03
V005562,K0134,E00574,I00574,ad_click,/contact,,,2024-04-23
V005563,K0134,E00574,I00574,page_view,/contact,,,2024-04-24
V005564,K0134,E00574,I00574,page_view,/contact,,,2024-04-25
V005565,K0134,E00574,I00574,spec_download,,,,2024-04-27
V005566,K0134,E00574,I00574,quote_request,,,,2024-05-02
V005567,K0134,E00574,I00574,purchase,,,11600,2024-05-23
V005568,K0134,E00574,I00574,install,,,,2024-06-22
V005569,K0134,E00574,I00574,feedback_given,,"no complaints, the line has kept pace all quarter",,2024-12-31
V005570,K0134,E00574,I00574,reorder,,,,2025-07-27
V005571,K0277,E00575,I00575,ad_click,/contact,,,2024-08-11
V005572,K0277,E00575,I00575,page_view,/spec-sheets,,,2024-08-12
V005573,K0277,E00575,I00575,spec_download,,,,2024-08-15
V005574,K0277,E00575,I00575,quote_request,,,,2024-08-20
V005575,K0277,E00575,I00575,purchase,,,27150,2024-09-10
V005576,K0277,E00575,I00575,install,,,,2024-10-10
V005577,K0277,E00575,I00575,reorder,,,,2025-11-14
V005578,K0234,E00576,I00576,ad_click,/spec-sheets,,,2024-07-03
V005579,K0234,E00576,I00576,page_view,/products,,,2024-07-04
V005580,K0234,E00576,I00576,page_view,/contact,,,2024-07-05
V005581,K0234,E00576,I00576,spec_download,,,,2024-07-07
V005582,K0234,E00576,I00576,quote_request,,,,2024-07-12
V005583,K0234,E00576,I00576,purchase,,,26400,2024-08-02
V005584,K0234,E00576,I00576,install,,,,2024-09-01
V005585,K0234,E00576,I00576,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-08-15
V005586,K0234,E00576,I00576,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-08-15
V005587,K0234,E00576,I00576,reorder,,,,2025-10-06
V005588,K0441,E00577,I00577,ad_click,/contact,,,2024-11-21
V005589,K0441,E00577,I00577,page_view,/case-studies,,,2024-11-22
V005590,K0441,E00577,I00577,page_view,/products,,,2024-11-23
V005591,K0441,E00577,I00577,spec_download,,,,2024-11-25
V005592,K0441,E00577,I00577,quote_request,,,,2024-11-30
V005593,K0441,E00577,I00577,purchase,,,132750,2024-12-21
V005594,K0441,E00577,I00577,install,,,,2025-01-20
V005595,K0441,E00577,I00577,ticket_open,,"wrong operating mode selected, user error, showed the team the correct sequence",,2025-02-11
V005596,K0441,E00577,I00577,lapse,,,,2026-02-24
V005597,K0392,E00578,I00578,ad_click,/pricing,,,2024-03-30
V005598,K0392,E00578,I00578,page_view,/contact,,,2024-03-31
V005599,K0392,E00578,I00578,page_view,/pricing,,,2024-04-01
V005600,K0392,E00578,I00578,spec_download,,,,2024-04-03
V005601,K0392,E00578,I00578,quote_request,,,,2024-04-08
V005602,K0392,E00578,I00578,purchase,,,52800,2024-04-29
V005603,K0392,E00578,I00578,install,,,,2024-05-29
V005604,K0392,E00578,I00578,reorder,,,,2025-07-03
V005605,K0385,E00579,I00579,ad_click,/case-studies,,,2024-07-04
V005606,K0385,E00579,I00579,page_view,/case-studies,,,2024-07-05
V005607,K0385,E00579,I00579,page_view,/case-studies,,,2024-07-06
V005608,K0385,E00579,I00579,page_view,/contact,,,2024-07-07
V005609,K0385,E00579,I00579,spec_download,,,,2024-07-08
V005610,K0385,E00579,I00579,quote_request,,,,2024-07-13
V005611,K0385,E00579,I00579,purchase,,,27150,2024-08-03
V005612,K0385,E00579,I00579,install,,,,2024-09-02
V005613,K0385,E00579,I00579,reorder,,,,2025-10-07
V005614,K0475,E00580,I00580,ad_click,/pricing,,,2024-03-16
V005615,K0475,E00580,I00580,page_view,/products,,,2024-03-17
V005616,K0475,E00580,I00580,quote_request,,,,2024-03-25
V005617,K0475,E00580,I00580,purchase,,,3950,2024-04-15
V005618,K0475,E00580,I00580,install,,,,2024-05-15
V005619,K0475,E00580,I00580,feedback_given,,"solid machine, support answered quickly when we asked",,2025-07-30
V005620,K0475,E00580,I00580,reorder,,,,2025-06-19
V005621,K0268,E00581,I00581,ad_click,/spec-sheets,,,2025-06-03
V005622,K0268,E00581,I00581,page_view,/products,,,2025-06-04
V005623,K0268,E00581,I00581,page_view,/spec-sheets,,,2025-06-05
V005624,K0268,E00581,I00581,quote_request,,,,2025-06-12
V005625,K0268,E00581,I00581,purchase,,,4100,2025-07-03
V005626,K0268,E00581,I00581,install,,,,2025-08-02
V005627,K0268,E00581,I00581,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-09-16
V005628,K0268,E00581,I00581,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-09-16
V005629,K0268,E00581,I00581,reorder,,,,2026-09-06
V005630,K0209,E00582,I00582,ad_click,/spec-sheets,,,2025-05-31
V005631,K0209,E00582,I00582,page_view,/products,,,2025-06-01
V005632,K0209,E00582,I00582,page_view,/spec-sheets,,,2025-06-02
V005633,K0209,E00582,I00582,page_view,/pricing,,,2025-06-03
V005634,K0209,E00582,I00582,spec_download,,,,2025-06-04
V005635,K0209,E00582,I00582,quote_request,,,,2025-06-09
V005636,K0209,E00582,I00582,purchase,,,3850,2025-06-30
V005637,K0209,E00582,I00582,install,,,,2025-07-30
V005638,K0209,E00582,I00582,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-03-08
V005639,K0209,E00582,I00582,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-03-08
V005640,K0209,E00582,I00582,feedback_given,,"too much downtime in hot weather, we lost a shift to it",,2026-09-22
V005641,K0209,E00582,I00582,lapse,,,,2026-09-03
V005642,K0131,E00583,I00583,ad_click,/products,,,2025-03-05
V005643,K0131,E00583,I00583,page_view,/spec-sheets,,,2025-03-06
V005644,K0131,E00583,I00583,quote_request,,,,2025-03-14
V005645,K0131,E00583,I00583,purchase,,,4250,2025-04-04
V005646,K0131,E00583,I00583,install,,,,2025-05-04
V005647,K0131,E00583,I00583,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-02-16
V005648,K0131,E00583,I00583,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-02-16
V005649,K0131,E00583,I00583,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-04-10
V005650,K0131,E00583,I00583,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-04-10
V005651,K0131,E00583,I00583,feedback_given,,"no complaints, the line has kept pace all quarter",,2026-03-18
V005652,K0131,E00583,I00583,reorder,,,,2026-06-08
V005653,K0509,E00584,I00584,ad_click,/spec-sheets,,,2024-12-10
V005654,K0509,E00584,I00584,page_view,/case-studies,,,2024-12-11
V005655,K0509,E00584,I00584,spec_download,,,,2024-12-14
V005656,K0509,E00584,I00584,quote_request,,,,2024-12-19
V005657,K0509,E00584,I00584,purchase,,,11600,2025-01-09
V005658,K0509,E00584,I00584,install,,,,2025-02-08
V005659,K0509,E00584,I00584,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-02-25
V005660,K0509,E00584,I00584,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2026-02-25
V005661,K0509,E00584,I00584,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-04-19
V005662,K0509,E00584,I00584,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2026-04-19
V005663,K0509,E00584,I00584,reorder,,,,2026-03-15
V005664,K0138,E00585,I00585,ad_click,/pricing,,,2024-01-11
V005665,K0138,E00585,I00585,page_view,/spec-sheets,,,2024-01-12
V005666,K0138,E00585,I00585,page_view,/contact,,,2024-01-13
V005667,K0138,E00585,I00585,quote_request,,,,2024-01-20
V005668,K0138,E00585,I00585,purchase,,,23200,2024-02-10
V005669,K0138,E00585,I00585,install,,,,2024-03-11
V005670,K0138,E00585,I00585,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-06-03
V005671,K0138,E00585,I00585,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2024-06-03
V005672,K0138,E00585,I00585,reorder,,,,2025-04-15
V005673,K0105,E00586,I00586,ad_click,/contact,,,2024-05-01
V005674,K0105,E00586,I00586,page_view,/pricing,,,2024-05-02
V005675,K0105,E00586,I00586,spec_download,,,,2024-05-05
V005676,K0105,E00586,I00586,quote_request,,,,2024-05-10
V005677,K0105,E00586,I00586,purchase,,,13500,2024-05-31
V005678,K0105,E00586,I00586,install,,,,2024-06-30
V005679,K0105,E00586,I00586,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-05-23
V005680,K0105,E00586,I00586,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-05-23
V005681,K0105,E00586,I00586,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-02-26
V005682,K0105,E00586,I00586,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2025-02-26
V005683,K0105,E00586,I00586,feedback_given,,"no complaints, the line has kept pace all quarter",,2025-09-07
V005684,K0105,E00586,I00586,reorder,,,,2025-08-04
V005685,K0246,E00587,I00587,ad_click,/case-studies,,,2024-08-20
