order_id,customer,session,product,qty,value,ts
O00518,K0235,E00518,P020,1,26600,2024-03-16
O00519,K0114,E00519,P033,1,11600,2024-08-18
O00520,K0415,E00520,P029,3,11400,2025-07-01
O00521,K0506,E00521,P037,1,4100,2025-02-13
O00522,K0510,E00522,P005,2,23500,2025-03-02
O00523,K0385,E00523,P033,1,11600,2024-08-16
O00524,K0088,E00524,P009,2,8200,2025-05-29
O00525,K0022,E00525,P002,2,9000,2024-09-11
O00526,K0052,E00526,P029,1,3800,2024-11-13
O00527,K0105,E00527,P025,2,23600,2025-01-28
O00528,K0173,E00528,P028,2,53100,2024-06-06
O00529,K0228,E00529,P022,5,22500,2024-05-17
O00530,K0208,E00530,P014,3,81450,2025-04-30
O00531,K0503,E00531,P015,2,8600,2025-06-10
O00532,K0194,E00532,P015,1,4300,2025-06-03
O00533,K0034,E00533,P009,2,8200,2024-02-21
O00534,K0489,E00534,P010,2,23200,2025-02-06
O00535,K0436,E00535,P007,1,27000,2024-12-01
O00536,K0333,E00536,P022,1,4500,2024-02-20
O00537,K0468,E00537,P032,1,11500,2025-03-27
O00538,K0454,E00538,P005,1,11750,2024-05-29
O00539,K0335,E00539,P004,3,34800,2025-01-24
O00540,K0368,E00540,P011,1,11700,2024-07-23
O00541,K0237,E00541,P003,3,35250,2025-05-15
O00542,K0129,E00542,P016,2,9000,2025-01-01
O00543,K0327,E00543,P006,2,53200,2024-10-03
O00544,K0346,E00544,P035,1,27150,2024-07-19
O00545,K0003,E00545,P028,1,26550,2024-03-29
O00546,K0345,E00546,P030,1,3850,2025-01-02
O00547,K0294,E00547,P042,2,53700,2025-02-12
O00548,K0147,E00548,P019,1,11600,2025-05-16
O00549,K0067,E00549,P022,1,4500,2025-02-23
O00550,K0511,E00550,P016,2,9000,2024-12-16
O00551,K0396,E00551,P012,1,11700,2025-01-17
O00552,K0499,E00552,P003,2,23500,2024-12-28
O00553,K0512,E00553,P022,1,4500,2025-03-14
O00554,K0429,E00554,P038,1,11200,2024-12-01
O00555,K0507,E00555,P015,1,4300,2024-09-22
O00556,K0323,E00556,P032,1,11500,2024-02-17
O00557,K0135,E00557,P039,1,11300,2024-05-12
O00558,K0520,E00558,P015,3,12900,2025-03-16
O00559,K0442,E00559,P018,1,11600,2025-03-06
O00560,K0444,E00560,P008,2,7900,2025-05-05
O00561,K0382,E00561,P018,5,58000,2024-05-16
O00562,K0163,E00562,P033,1,11600,2024-05-04
O00563,K0318,E00563,P037,5,20500,2024-02-09
O00564,K0201,E00564,P039,5,56500,2024-10-09
O00565,K0376,E00565,P037,1,4100,2024-12-04
O00566,K0119,E00566,P041,2,54100,2025-03-06
O00567,K0376,E00567,P038,1,11200,2024-02-12
O00568,K0157,E00568,P009,1,4100,2024-04-04
O00569,K0079,E00569,P030,3,11550,2025-03-25
O00570,K0024,E00570,P026,1,11250,2024-08-29
O00571,K0208,E00571,P025,1,11800,2024-02-21
O00572,K0203,E00572,P036,3,12750,2024-11-18
O00573,K0135,E00573,P023,1,3850,2025-05-07
O00574,K0134,E00574,P019,1,11600,2024-05-21
O00575,K0277,E00575,P035,1,27150,2024-09-01
O00576,K0234,E00576,P027,1,26400,2024-07-07
O00577,K0441,E00577,P021,5,132750,2024-12-12
O00578,K0392,E00578,P027,2,52800,2024-04-07
O00579,K0385,E00579,P035,1,27150,2024-08-15
O00580,K0475,E00580,P008,1,3950,2024-04-15
O00581,K0268,E00581,P009,1,4100,2025-07-05
O00582,K0209,E00582,P030,1,3850,2025-06-07
O00583,K0131,E00583,P036,1,4250,2025-03-30
O00584,K0509,E00584,P004,1,11600,2025-01-17
O00585,K0138,E00585,P004,2,23200,2024-02-08
O00586,K0105,E00586,P002,3,13500,2024-05-13
O00587,K0246,E00587,P007,3,81000,2024-08-26
O00588,K0250,E00588,P006,1,26600,2025-03-28
O00589,K0417,E00589,P042,3,80550,2024-09-18
O00590,K0462,E00590,P011,3,35100,2024-12-04
O00591,K0389,E00591,P038,1,11200,2024-03-11
O00592,K0200,E00592,P001,1,4100,2024-05-12
O00593,K0178,E00593,P035,1,27150,2025-04-17
O00594,K0419,E00594,P023,1,3850,2025-05-12
O00595,K0092,E00595,P013,1,27100,2024-04-15
O00596,K0081,E00596,P018,2,23200,2025-02-17
O00597,K0509,E00597,P025,1,11800,2024-02-18
O00598,K0257,E00598,P007,1,27000,2024-12-02
O00599,K0181,E00599,P037,2,8200,2024-02-28
O00600,K0265,E00600,P037,1,4100,2024-07-01
O00601,K0157,E00601,P036,1,4250,2025-04-27
O00602,K0284,E00602,P035,2,54300,2024-04-03
O00603,K0441,E00603,P033,1,11600,2024-10-02
O00604,K0106,E00604,P035,2,54300,2025-06-05
O00605,K0308,E00605,P038,1,11200,2025-05-06
O00606,K0050,E00606,P042,5,134250,2025-04-02
O00607,K0291,E00607,P026,3,33750,2025-06-19
O00608,K0054,E00608,P027,2,52800,2025-04-06
O00609,K0401,E00609,P021,2,53100,2024-08-13
O00610,K0426,E00610,P007,1,27000,2025-03-22
O00611,K0404,E00611,P041,1,27050,2025-01-27
O00612,K0457,E00612,P017,5,56500,2024-04-20
O00613,K0109,E00613,P042,1,26850,2024-04-15
O00614,K0473,E00614,P035,3,81450,2024-08-07
O00615,K0418,E00615,P019,2,23200,2024-07-21
O00616,K0087,E00616,P005,1,11750,2024-12-25
O00617,K0255,E00617,P027,1,26400,2024-04-17
O00618,K0478,E00618,P014,3,81450,2024-08-26
O00619,K0260,E00619,P035,1,27150,2024-08-29
O00620,K0038,E00620,P012,1,11700,2024-02-10
O00621,K0462,E00621,P007,3,81000,2024-10-24
O00622,K0164,E00622,P026,1,11250,2024-03-01
O00623,K0371,E00623,P018,5,58000,2024-07-15
O00624,K0054,E00624,P005,1,11750,2024-03-08
O00625,K0406,E00625,P015,1,4300,2024-04-27
O00626,K0020,E00626,P003,1,11750,2024-11-04
O00627,K0053,E00627,P034,1,27100,2024-01-20
O00628,K0018,E00628,P025,2,23600,2025-02-16
O00629,K0483,E00629,P024,2,23500,2024-09-23
O00630,K0325,E00630,P036,1,4250,2024-08-07
O00631,K0205,E00631,P028,1,26550,2024-04-12
O00632,K0037,E00632,P033,1,11600,2025-06-02
O00633,K0023,E00633,P011,2,23400,2025-03-24
O00634,K0261,E00634,P015,2,8600,2024-11-04
O00635,K0480,E00635,P009,1,4100,2025-02-23
O00636,K0064,E00636,P022,5,22500,2024-09-12
O00637,K0180,E00637,P036,2,8500,2025-02-11
O00638,K0450,E00638,P004,3,34800,2024-11-09
O00639,K0094,E00639,P021,2,53100,2024-11-09
O00640,K0479,E00640,P037,2,8200,2025-01-30
O00641,K0501,E00641,P032,1,11500,2024-03-05
O00642,K0515,E00642,P007,1,27000,2024-10-11
O00643,K0509,E00643,P012,1,11700,2024-06-23
O00644,K0076,E00644,P016,2,9000,2024-10-20
O00645,K0056,E00645,P007,5,135000,2025-04-03
O00646,K0327,E00646,P003,1,11750,2024-11-29
O00647,K0108,E00647,P003,1,11750,2024-05-28
O00648,K0253,E00648,P025,1,11800,2025-03-19
O00649,K0408,E00649,P033,3,34800,2025-04-20
O00650,K0246,E00650,P021,2,53100,2024-09-04
O00651,K0034,E00651,P015,1,4300,2024-11-18
O00652,K0410,E00652,P025,1,11800,2024-12-16
O00653,K0389,E00653,P021,2,53100,2024-02-21
O00654,K0214,E00654,P027,3,79200,2024-08-05
O00655,K0100,E00655,P033,1,11600,2025-02-04
O00656,K0470,E00656,P004,3,34800,2024-11-07
O00657,K0333,E00657,P030,1,3850,2024-05-13
O00658,K0043,E00658,P001,3,12300,2024-04-18
O00659,K0441,E00659,P036,1,4250,2025-04-12
O00660,K0366,E00660,P023,1,3850,2024-12-27
O00661,K0024,E00661,P024,2,23500,2024-09-06
O00662,K0387,E00662,P040,2,23700,2024-07-05
O00663,K0407,E00663,P042,1,26850,2024-03-30
O00664,K0407,E00664,P029,1,3800,2024-06-22
O00665,K0318,E00665,P034,1,27100,2025-02-04
O00666,K0514,E00666,P009,1,4100,2025-06-21
O00667,K0221,E00667,P042,2,53700,2024-11-05
O00668,K0229,E00668,P036,1,4250,2025-01-08
O00669,K0048,E00669,P002,2,9000,2024-05-11
O00670,K0425,E00670,P008,1,3950,2024-02-05
O00671,K0043,E00671,P010,1,11600,2025-01-01
O00672,K0431,E00672,P001,2,8200,2025-05-14
O00673,K0181,E00673,P036,3,12750,2024-05-09
O00674,K0034,E00674,P012,1,11700,2024-04-06
O00675,K0205,E00675,P019,1,11600,2024-09-19
O00676,K0038,E00676,P018,5,58000,2024-08-10
O00677,K0043,E00677,P021,3,79650,2025-06-08
O00678,K0186,E00678,P007,1,27000,2025-01-11
O00679,K0405,E00679,P013,1,27100,2024-07-17
O00680,K0360,E00680,P030,1,3850,2024-06-29
O00681,K0035,E00681,P003,5,58750,2024-05-27
O00682,K0112,E00682,P032,1,11500,2024-12-20
O00683,K0012,E00683,P012,2,23400,2024-12-25
O00684,K0477,E00684,P001,2,8200,2024-07-14
O00685,K0152,E00685,P013,3,81300,2024-10-02
O00686,K0200,E00686,P004,1,11600,2024-12-30
O00687,K0360,E00687,P041,1,27050,2024-09-12
O00688,K0407,E00688,P006,2,53200,2024-06-16
O00689,K0274,E00689,P001,2,8200,2025-04-25
O00690,K0439,E00690,P039,2,22600,2024-12-29
O00691,K0100,E00691,P005,1,11750,2024-08-17
O00692,K0062,E00692,P010,1,11600,2024-11-07
O00693,K0265,E00693,P031,3,35550,2025-06-13
O00694,K0064,E00694,P037,1,4100,2024-09-24
O00695,K0390,E00695,P028,1,26550,2024-04-08
O00696,K0098,E00696,P026,1,11250,2025-01-19
O00697,K0352,E00697,P009,1,4100,2024-03-29
O00698,K0393,E00698,P006,1,26600,2025-03-07
O00699,K0076,E00699,P003,5,58750,2025-04-20
O00700,K0485,E00700,P001,1,4100,2025-06-20
O00701,K0087,E00701,P040,1,11850,2025-04-15
O00702,K0493,E00702,P030,1,3850,2024-10-07
O00703,K0426,E00703,P025,1,11800,2024-08-18
O00704,K0186,E00704,P018,1,11600,2024-12-13
O00705,K0360,E00705,P029,2,7600,2024-10-15
O00706,K0105,E00706,P024,1,11750,2025-07-12
O00707,K0366,E00707,P040,5,59250,2025-06-16
O00708,K0084,E00708,P027,2,52800,2025-04-07
O00709,K0449,E00709,P004,1,11600,2025-02-27
O00710,K0314,E00710,P035,1,27150,2024-02-18
O00711,K0247,E00711,P013,2,54200,2024-09-13
O00712,K0076,E00712,P030,1,3850,2024-08-03
O00713,K0357,E00713,P038,1,11200,2024-08-30
O00714,K0429,E00714,P039,2,22600,2024-11-18
O00715,K0157,E00715,P022,1,4500,2025-02-12
O00716,K0496,E00716,P004,5,58000,2025-02-14
O00717,K0263,E00717,P003,5,58750,2024-02-27
O00718,K0508,E00718,P009,2,8200,2025-06-25
O00719,K0474,E00719,P032,5,57500,2025-04-11
O00720,K0487,E00720,P041,1,27050,2024-08-08
O00721,K0498,E00721,P035,1,27150,2024-07-29
O00722,K0486,E00722,P008,1,3950,2024-04-20
O00723,K0423,E00723,P022,1,4500,2024-02-13
O00724,K0203,E00724,P016,1,4500,2024-10-28
O00725,K0314,E00725,P022,1,4500,2025-04-19
O00726,K0080,E00726,P032,1,11500,2024-03-07
O00727,K0393,E00727,P033,1,11600,2024-10-29
O00728,K0502,E00728,P003,1,11750,2024-12-26
O00729,K0515,E00729,P007,3,81000,2024-10-03
O00730,K0268,E00730,P021,1,26550,2024-11-11
O00731,K0220,E00731,P015,3,12900,2024-04-16
O00732,K0221,E00732,P009,2,8200,2024-10-06
O00733,K0360,E00733,P006,2,53200,2024-06-01
O00734,K0061,E00734,P021,1,26550,2025-05-14
O00735,K0517,E00735,P014,2,54300,2024-06-03
O00736,K0432,E00736,P016,1,4500,2024-12-01
O00737,K0327,E00737,P026,1,11250,2025-01-06
O00738,K0463,E00738,P007,1,27000,2024-02-26
O00739,K0286,E00739,P039,1,11300,2024-11-21
O00740,K0255,E00740,P012,1,11700,2025-06-17
O00741,K0517,E00741,P025,1,11800,2025-05-26
O00742,K0503,E00742,P017,5,56500,2024-12-10
O00743,K0423,E00743,P009,2,8200,2024-07-14
O00744,K0043,E00744,P008,1,3950,2024-12-01
O00745,K0439,E00745,P016,1,4500,2024-09-12
O00746,K0373,E00746,P001,2,8200,2024-03-10
O00747,K0459,E00747,P029,2,7600,2024-04-07
O00748,K0112,E00748,P025,1,11800,2025-03-09
O00749,K0490,E00749,P024,2,23500,2024-03-27
O00750,K0047,E00750,P029,1,3800,2025-06-03
O00751,K0136,E00751,P018,1,11600,2024-07-02
O00752,K0330,E00752,P010,2,23200,2025-06-04
O00753,K0021,E00753,P020,2,53200,2025-03-05
O00754,K0517,E00754,P026,2,22500,2025-01-14
O00755,K0438,E00755,P023,1,3850,2024-01-31
O00756,K0089,E00756,P014,2,54300,2024-07-20
O00757,K0032,E00757,P015,5,21500,2024-10-13
O00758,K0078,E00758,P003,1,11750,2025-06-20
O00759,K0136,E00759,P038,2,22400,2024-07-18
O00760,K0050,E00760,P042,2,53700,2025-06-20
O00761,K0253,E00761,P040,5,59250,2025-04-30
O00762,K0342,E00762,P014,2,54300,2025-03-29
O00763,K0419,E00763,P011,3,35100,2024-11-10
O00764,K0451,E00764,P004,1,11600,2024-03-05
O00765,K0050,E00765,P006,2,53200,2024-12-17
O00766,K0318,E00766,P019,1,11600,2024-02-01
O00767,K0432,E00767,P015,2,8600,2024-08-20
O00768,K0417,E00768,P026,2,22500,2024-05-05
O00769,K0184,E00769,P006,2,53200,2024-12-20
O00770,K0074,E00770,P009,1,4100,2024-01-30
O00771,K0482,E00771,P003,1,11750,2024-07-28
O00772,K0447,E00772,P025,1,11800,2025-05-19
O00773,K0464,E00773,P031,1,11850,2024-06-25
O00774,K0005,E00774,P006,3,79800,2024-06-11
O00775,K0085,E00775,P027,2,52800,2025-01-17
O00776,K0430,E00776,P034,3,81300,2025-01-04
O00777,K0449,E00777,P021,1,26550,2025-04-11
O00778,K0413,E00778,P041,1,27050,2024-10-18
O00779,K0490,E00779,P037,2,8200,2024-07-20
O00780,K0431,E00780,P024,3,35250,2024-08-11
O00781,K0006,E00781,P015,1,4300,2025-01-10
O00782,K0250,E00782,P038,1,11200,2024-02-07
O00783,K0299,E00783,P003,3,35250,2024-08-29
O00784,K0401,E00784,P013,1,27100,2024-09-29
O00785,K0242,E00785,P031,1,11850,2024-09-02
O00786,K0324,E00786,P041,1,27050,2024-05-27
O00787,K0187,E00787,P035,1,27150,2024-11-12
O00788,K0379,E00788,P009,1,4100,2024-07-20
O00789,K0491,E00789,P026,1,11250,2025-06-26
O00790,K0047,E00790,P006,5,133000,2025-03-03
O00791,K0244,E00791,P011,1,11700,2025-04-11
O00792,K0376,E00792,P022,5,22500,2025-04-02
O00793,K0315,E00793,P013,2,54200,2024-09-21
O00794,K0271,E00794,P018,1,11600,2024-03-04
O00795,K0138,E00795,P008,5,19750,2024-07-03
O00796,K0197,E00796,P005,5,58750,2025-02-06
O00797,K0404,E00797,P019,5,58000,2024-08-25
O00798,K0020,E00798,P022,2,9000,2025-07-10
O00799,K0065,E00799,P024,2,23500,2024-06-29
O00800,K0005,E00800,P008,5,19750,2025-06-25
O00801,K0252,E00801,P007,1,27000,2024-04-07
O00802,K0079,E00802,P017,1,11300,2025-03-06
O00803,K0452,E00803,P003,3,35250,2024-11-20
O00804,K0075,E00804,P036,5,21250,2024-07-31
O00805,K0507,E00805,P007,3,81000,2025-02-10
O00806,K0274,E00806,P038,3,33600,2024-03-25
O00807,K0086,E00807,P033,1,11600,2024-05-16
O00808,K0067,E00808,P036,1,4250,2024-01-26
O00809,K0347,E00809,P023,1,3850,2024-05-15
O00810,K0186,E00810,P022,3,13500,2024-06-08
O00811,K0507,E00811,P026,1,11250,2024-11-12
O00812,K0022,E00812,P029,5,19000,2024-11-27
O00813,K0486,E00813,P034,1,27100,2025-03-31
O00814,K0474,E00814,P030,5,19250,2024-11-16
O00815,K0296,E00815,P006,2,53200,2024-08-31
O00816,K0224,E00816,P015,3,12900,2024-04-15
O00817,K0205,E00817,P027,1,26400,2025-01-12
O00818,K0128,E00818,P027,3,79200,2025-03-30
O00819,K0107,E00819,P022,1,4500,2024-04-22
O00820,K0478,E00820,P039,2,22600,2024-02-13
O00821,K0348,E00821,P021,3,79650,2024-12-16
O00822,K0058,E00822,P001,5,20500,2025-06-28
O00823,K0091,E00823,P032,1,11500,2024-12-30
O00824,K0190,E00824,P037,1,4100,2024-06-13
O00825,K0411,E00825,P026,5,56250,2024-03-12
O00826,K0135,E00826,P013,3,81300,2025-03-26
O00827,K0512,E00827,P006,1,26600,2025-03-07
O00828,K0416,E00828,P030,1,3850,2025-06-29
O00829,K0444,E00829,P016,3,13500,2025-03-03
O00830,K0336,E00830,P004,1,11600,2024-11-09
O00831,K0309,E00831,P017,1,11300,2024-05-30
O00832,K0085,E00832,P015,2,8600,2025-03-17
O00833,K0223,E00833,P010,1,11600,2024-01-20
O00834,K0069,E00834,P038,2,22400,2025-03-12
O00835,K0248,E00835,P014,1,27150,2025-05-28
O00836,K0317,E00836,P037,2,8200,2024-04-04
O00837,K0416,E00837,P023,3,11550,2024-05-16
O00838,K0181,E00838,P026,3,33750,2024-03-07
O00839,K0362,E00839,P006,3,79800,2024-06-07
O00840,K0361,E00840,P031,2,23700,2025-03-03
O00841,K0322,E00841,P004,2,23200,2024-11-14
O00842,K0132,E00842,P010,3,34800,2024-10-05
O00843,K0256,E00843,P035,1,27150,2024-06-02
O00844,K0511,E00844,P042,2,53700,2024-08-20
O00845,K0317,E00845,P016,1,4500,2024-09-22
O00846,K0443,E00846,P001,2,8200,2024-12-03
O00847,K0295,E00847,P014,1,27150,2024-12-17
O00848,K0099,E00848,P014,2,54300,2025-06-05
O00849,K0487,E00849,P030,1,3850,2024-08-20
O00850,K0078,E00850,P022,1,4500,2024-03-24
O00851,K0159,E00851,P002,1,4500,2024-11-12
O00852,K0508,E00852,P037,1,4100,2024-08-19
O00853,K0257,E00853,P009,1,4100,2025-05-26
O00854,K0153,E00854,P030,1,3850,2025-05-30
O00855,K0305,E00855,P030,1,3850,2025-02-19
O00856,K0199,E00856,P033,1,11600,2024-04-06
O00857,K0419,E00857,P035,1,27150,2025-04-12
O00858,K0015,E00858,P025,1,11800,2024-03-26
O00859,K0339,E00859,P014,2,54300,2025-02-15
O00860,K0476,E00860,P006,1,26600,2024-02-28
O00861,K0218,E00861,P017,5,56500,2025-03-07
O00862,K0136,E00862,P001,1,4100,2024-09-22
O00863,K0357,E00863,P042,5,134250,2024-11-03
O00864,K0280,E00864,P022,5,22500,2024-06-30
O00865,K0235,E00865,P031,1,11850,2024-08-07
O00866,K0318,E00866,P018,2,23200,2025-05-30
O00867,K0002,E00867,P034,1,27100,2024-09-06
O00868,K0138,E00868,P001,3,12300,2024-06-27
O00869,K0311,E00869,P026,1,11250,2024-11-10
O00870,K0492,E00870,P036,3,12750,2024-03-25
O00871,K0074,E00871,P027,1,26400,2025-01-03
O00872,K0080,E00872,P019,1,11600,2024-12-20
O00873,K0115,E00873,P002,1,4500,2024-10-01
O00874,K0322,E00874,P001,3,12300,2025-07-11
O00875,K0301,E00875,P031,1,11850,2024-02-25
O00876,K0508,E00876,P025,2,23600,2024-08-19
O00877,K0415,E00877,P030,5,19250,2024-11-28
O00878,K0088,E00878,P022,2,9000,2024-08-02
O00879,K0485,E00879,P041,5,135250,2025-02-13
O00880,K0315,E00880,P006,1,26600,2025-06-29
O00881,K0352,E00881,P040,3,35550,2024-02-15
O00882,K0312,E00882,P036,1,4250,2024-05-02
O00883,K0320,E00883,P005,1,11750,2024-03-11
O00884,K0218,E00884,P031,1,11850,2024-06-14
O00885,K0128,E00885,P035,2,54300,2024-10-18
O00886,K0202,E00886,P016,2,9000,2024-04-28
O00887,K0265,E00887,P029,2,7600,2024-07-16
O00888,K0394,E00888,P007,1,27000,2025-03-16
O00889,K0255,E00889,P019,5,58000,2024-05-02
O00890,K0080,E00890,P013,5,135500,2025-02-06
O00891,K0036,E00891,P020,2,53200,2024-08-22
O00892,K0520,E00892,P033,1,11600,2025-05-02
O00893,K0418,E00893,P007,1,27000,2024-03-06
O00894,K0084,E00894,P029,5,19000,2024-11-09
O00895,K0010,E00895,P031,5,59250,2025-01-09
O00896,K0515,E00896,P018,5,58000,2025-05-24
O00897,K0442,E00897,P028,1,26550,2024-07-10
O00898,K0331,E00898,P017,1,11300,2025-05-04
O00899,K0313,E00899,P022,5,22500,2024-07-19
O00900,K0038,E00900,P014,3,81450,2024-10-21
O00901,K0493,E00901,P021,1,26550,2024-12-16
O00902,K0357,E00902,P034,1,27100,2024-04-09
O00903,K0145,E00903,P030,1,3850,2024-12-24
O00904,K0287,E00904,P020,1,26600,2025-07-06
O00905,K0314,E00905,P005,3,35250,2024-10-08
O00906,K0517,E00906,P034,5,135500,2024-05-19
O00907,K0098,E00907,P042,2,53700,2025-04-12
O00908,K0454,E00908,P031,1,11850,2025-06-11
O00909,K0426,E00909,P020,3,79800,2024-08-12
O00910,K0425,E00910,P024,1,11750,2025-05-24
O00911,K0371,E00911,P037,1,4100,2025-06-07
O00912,K0389,E00912,P040,1,11850,2025-02-04
O00913,K0416,E00913,P039,1,11300,2025-02-23
O00914,K0086,E00914,P023,1,3850,2024-11-20
O00915,K0366,E00915,P034,1,27100,2024-04-17
O00916,K0417,E00916,P034,1,27100,2024-11-19
O00917,K0149,E00917,P013,1,27100,2025-02-16
O00918,K0016,E00918,P003,1,11750,2025-05-09
O00919,K0440,E00919,P007,1,27000,2024-06-07
O00920,K0389,E00920,P029,3,11400,2024-10-22
O00921,K0485,E00921,P006,1,26600,2024-10-17
O00922,K0156,E00922,P005,1,11750,2025-06-13
O00923,K0431,E00923,P042,1,26850,2024-11-06
O00924,K0329,E00924,P035,1,27150,2024-06-30
O00925,K0481,E00925,P001,5,20500,2024-12-25
O00926,K0120,E00926,P038,2,22400,2024-07-20
O00927,K0344,E00927,P041,3,81150,2025-05-05
O00928,K0076,E00928,P028,3,79650,2025-03-06
O00929,K0294,E00929,P012,2,23400,2024-01-23
O00930,K0436,E00930,P038,1,11200,2025-04-17
O00931,K0433,E00931,P039,1,11300,2025-04-27
O00932,K0467,E00932,P025,1,11800,2024-02-12
O00933,K0205,E00933,P006,1,26600,2024-12-12
O00934,K0398,E00934,P014,1,27150,2025-02-20
O00935,K0306,E00935,P042,2,53700,2024-10-10
O00936,K0135,E00936,P001,2,8200,2024-08-28
O00937,K0316,E00937,P042,1,26850,2025-06-02
O00938,K0038,E00938,P031,1,11850,2024-04-19
O00939,K0394,E00939,P009,3,12300,2024-02-17
O00940,K0157,E00940,P017,1,11300,2025-04-19
O00941,K0515,E00941,P005,3,35250,2024-08-28
O00942,K0430,E00942,P026,1,11250,2025-04-17
O00943,K0086,E00943,P014,3,81450,2024-05-06
O00944,K0182,E00944,P022,1,4500,2024-08-17
O00945,K0066,E00945,P033,1,11600,2025-06-09
O00946,K0159,E00946,P007,2,54000,2024-11-13
O00947,K0332,E00947,P025,1,11800,2024-12-05
O00948,K0366,E00948,P010,2,23200,2025-05-03
O00949,K0157,E00949,P004,1,11600,2025-06-09
O00950,K0486,E00950,P036,1,4250,2024-10-28
O00951,K0070,E00951,P041,1,27050,2024-04-24
O00952,K0170,E00952,P001,2,8200,2025-02-12
O00953,K0229,E00953,P020,1,26600,2024-01-26
O00954,K0192,E00954,P014,2,54300,2024-09-18
O00955,K0048,E00955,P011,2,23400,2025-03-04
O00956,K0475,E00956,P029,1,3800,2024-05-26
O00957,K0461,E00957,P026,3,33750,2025-02-13
O00958,K0261,E00958,P034,1,27100,2024-02-15
O00959,K0313,E00959,P034,1,27100,2025-04-11
O00960,K0448,E00960,P011,3,35100,2025-05-11
O00961,K0186,E00961,P041,1,27050,2024-05-26
O00962,K0221,E00962,P017,1,11300,2024-11-26
O00963,K0456,E00963,P033,3,34800,2025-05-04
O00964,K0434,E00964,P038,1,11200,2024-08-07
O00965,K0065,E00965,P036,1,4250,2025-03-11
O00966,K0339,E00966,P013,3,81300,2025-02-25
O00967,K0126,E00967,P004,1,11600,2024-09-08
O00968,K0461,E00968,P023,1,3850,2024-10-27
O00969,K0393,E00969,P033,2,23200,2024-08-02
O00970,K0283,E00970,P021,2,53100,2025-05-17
O00971,K0070,E00971,P013,3,81300,2024-05-18
O00972,K0135,E00972,P008,1,3950,2024-11-20
O00973,K0423,E00973,P016,1,4500,2025-02-27
O00974,K0158,E00974,P041,3,81150,2024-03-05
O00975,K0047,E00975,P037,1,4100,2025-04-17
O00976,K0518,E00976,P011,3,35100,2024-08-13
O00977,K0337,E00977,P039,1,11300,2024-06-22
O00978,K0300,E00978,P008,3,11850,2024-10-04
O00979,K0046,E00979,P038,3,33600,2025-05-07
O00980,K0319,E00980,P020,1,26600,2024-10-01
O00981,K0077,E00981,P033,5,58000,2024-10-31
O00982,K0461,E00982,P013,1,27100,2024-02-24
O00983,K0314,E00983,P023,1,3850,2025-03-01
O00984,K0157,E00984,P031,3,35550,2024-10-13
O00985,K0054,E00985,P039,1,11300,2024-07-22
O00986,K0271,E00986,P007,3,81000,2024-07-24
O00987,K0495,E00987,P015,2,8600,2025-06-12
O00988,K0309,E00988,P014,1,27150,2025-02-13
O00989,K0092,E00989,P040,2,23700,2024-04-17
O00990,K0259,E00990,P035,5,135750,2025-01-02
O00991,K0411,E00991,P041,2,54100,2024-11-25
O00992,K0115,E00992,P001,1,4100,2025-03-12
O00993,K0478,E00993,P041,5,135250,2025-03-03
O00994,K0366,E00994,P040,3,35550,2024-09-30
O00995,K0227,E00995,P003,3,35250,2025-05-30
O00996,K0378,E00996,P009,1,4100,2024-05-14
O00997,K0318,E00997,P009,3,12300,2024-02-18
O00998,K0142,E00998,P037,1,4100,2024-07-25
O00999,K0077,E00999,P030,1,3850,2025-04-06
O01000,K0472,E01000,P037,5,20500,2025-02-15
O01001,K0451,E01001,P036,1,4250,2024-04-30
O01002,K0246,E01002,P031,2,23700,2024-04-08
O01003,K0426,E01003,P038,1,11200,2025-04-22
O01004,K0434,E01004,P040,5,59250,2024-07-12
O01005,K0303,E01005,P016,2,9000,2025-03-21
O01006,K0284,E01006,P032,1,11500,2025-03-20
O01007,K0312,E01007,P041,3,81150,2024-12-14
O01008,K0298,E01008,P004,2,23200,2024-06-23
O01009,K0054,E01009,P022,3,13500,2024-10-18
O01010,K0246,E01010,P014,1,27150,2024-02-02
O01011,K0337,E01011,P023,1,3850,2024-06-16
O01012,K0399,E01012,P003,1,11750,2025-04-11
O01013,K0303,E01013,P028,2,53100,2025-05-02
O01014,K0034,E01014,P012,2,23400,2025-04-25
O01015,K0358,E01015,P026,2,22500,2025-02-13
O01016,K0332,E01016,P042,3,80550,2025-01-12
O01017,K0315,E01017,P008,3,11850,2025-03-13
O01018,K0114,E01018,P027,5,132000,2024-08-15
O01019,K0342,E01019,P039,2,22600,2024-06-21
O01020,K0336,E01020,P042,1,26850,2025-02-19
O01021,K0253,E01021,P027,2,52800,2024-12-06
O01022,K0367,E01022,P025,1,11800,2024-10-22
O01023,K0398,E01023,P004,1,11600,2025-06-04
O01024,K0072,E01024,P001,2,8200,2024-10-30
O01025,K0138,E01025,P024,1,11750,2024-11-17
O01026,K0513,E01026,P002,1,4500,2025-02-02
O01027,K0010,E01027,P016,5,22500,2025-06-12
O01028,K0018,E01028,P013,1,27100,2024-12-14
O01029,K0425,E01029,P005,1,11750,2024-02-09
O01030,K0313,E01030,P042,1,26850,2025-05-10
O01031,K0417,E01031,P003,5,58750,2024-06-01
O01032,K0093,E01032,P039,2,22600,2024-11-22
O01033,K0100,E01033,P038,2,22400,2024-04-03
O01034,K0503,E01034,P036,2,8500,2025-06-23
