reorder_id,install,period,reordered
R00822,I00822,2026-Q3,true
R00823,I00823,2026-Q1,true
R00824,I00824,2025-Q3,true
R00825,I00825,2025-Q2,true
R00826,I00826,2026-Q2,true
R00827,I00827,2026-Q2,true
R00828,I00828,2026-Q3,true
R00829,I00829,2026-Q2,true
R00830,I00830,2026-Q1,true
R00831,I00831,2025-Q3,true
R00832,I00832,2026-Q2,true
R00833,I00833,2025-Q1,true
R00834,I00834,2026-Q2,true
R00835,I00835,2026-Q3,true
R00836,I00836,2025-Q2,true
R00837,I00837,2025-Q3,false
R00838,I00838,2025-Q2,true
R00839,I00839,2025-Q3,false
R00840,I00840,2026-Q2,true
R00841,I00841,2026-Q1,true
R00842,I00842,2025-Q4,true
R00843,I00843,2025-Q3,false
R00844,I00844,2025-Q4,true
R00845,I00845,2025-Q4,true
R00846,I00846,2026-Q1,true
R00847,I00847,2026-Q1,true
R00848,I00848,2026-Q3,true
R00849,I00849,2025-Q4,true
R00850,I00850,2025-Q2,true
R00851,I00851,2026-Q1,true
R00852,I00852,2025-Q4,true
R00853,I00853,2026-Q3,true
R00854,I00854,2026-Q3,true
R00855,I00855,2026-Q2,true
R00856,I00856,2025-Q2,false
R00857,I00857,2026-Q2,true
R00858,I00858,2025-Q2,true
R00859,I00859,2026-Q1,true
R00860,I00860,2025-Q2,true
R00861,I00861,2026-Q2,false
R00862,I00862,2025-Q4,false
R00863,I00863,2026-Q1,true
R00864,I00864,2025-Q3,true
R00865,I00865,2025-Q4,true
R00866,I00866,2026-Q3,true
R00867,I00867,2025-Q4,true
R00868,I00868,2025-Q3,true
R00869,I00869,2026-Q1,true
R00870,I00870,2025-Q2,false
R00871,I00871,2026-Q1,true
R00872,I00872,2026-Q1,true
R00873,I00873,2025-Q4,true
R00874,I00874,2026-Q3,true
R00875,I00875,2025-Q2,false
R00876,I00876,2025-Q4,true
R00877,I00877,2026-Q1,false
R00878,I00878,2025-Q3,true
R00879,I00879,2026-Q2,true
R00880,I00880,2026-Q3,true
R00881,I00881,2025-Q2,true
R00882,I00882,2025-Q2,true
R00883,I00883,2025-Q2,true
R00884,I00884,2025-Q3,true
R00885,I00885,2025-Q4,true
R00886,I00886,2025-Q3,true
R00887,I00887,2025-Q3,true
R00888,I00888,2026-Q2,true
R00889,I00889,2025-Q3,true
R00890,I00890,2026-Q2,true
R00891,I00891,2025-Q4,true
R00892,I00892,2026-Q2,true
R00893,I00893,2025-Q2,true
R00894,I00894,2026-Q1,true
R00895,I00895,2026-Q2,false
R00896,I00896,2026-Q3,true
R00897,I00897,2025-Q3,true
R00898,I00898,2026-Q2,true
R00899,I00899,2025-Q3,false
R00900,I00900,2026-Q1,false
R00901,I00901,2026-Q1,false
R00902,I00902,2025-Q3,true
R00903,I00903,2026-Q1,true
R00904,I00904,2026-Q3,true
R00905,I00905,2025-Q4,true
R00906,I00906,2025-Q3,true
R00907,I00907,2026-Q3,true
R00908,I00908,2026-Q3,false
R00909,I00909,2025-Q4,true
R00910,I00910,2026-Q3,true
R00911,I00911,2026-Q3,false
R00912,I00912,2026-Q2,false
R00913,I00913,2026-Q2,true
R00914,I00914,2026-Q1,true
R00915,I00915,2025-Q2,false
R00916,I00916,2026-Q1,false
R00917,I00917,2026-Q1,true
R00918,I00918,2026-Q3,true
R00919,I00919,2025-Q3,true
R00920,I00920,2025-Q4,true
R00921,I00921,2025-Q4,true
R00922,I00922,2026-Q3,true
R00923,I00923,2026-Q1,true
R00924,I00924,2025-Q3,true
R00925,I00925,2026-Q1,true
R00926,I00926,2025-Q3,true
R00927,I00927,2026-Q3,true
R00928,I00928,2026-Q2,false
R00929,I00929,2025-Q1,true
R00930,I00930,2026-Q3,true
R00931,I00931,2026-Q3,true
R00932,I00932,2025-Q2,true
R00933,I00933,2026-Q1,true
R00934,I00934,2026-Q2,true
R00935,I00935,2025-Q4,true
R00936,I00936,2025-Q4,false
R00937,I00937,2026-Q3,true
R00938,I00938,2025-Q2,true
R00939,I00939,2025-Q2,true
R00940,I00940,2026-Q2,true
R00941,I00941,2025-Q4,true
R00942,I00942,2026-Q3,true
R00943,I00943,2025-Q3,true
R00944,I00944,2025-Q4,true
R00945,I00945,2026-Q3,true
R00946,I00946,2026-Q1,false
R00947,I00947,2026-Q1,true
R00948,I00948,2026-Q3,true
R00949,I00949,2026-Q3,false
R00950,I00950,2026-Q1,true
R00951,I00951,2025-Q2,true
R00952,I00952,2026-Q1,true
R00953,I00953,2025-Q1,true
R00954,I00954,2025-Q4,true
R00955,I00955,2026-Q2,true
R00956,I00956,2025-Q3,true
R00957,I00957,2026-Q1,false
R00958,I00958,2025-Q2,true
R00959,I00959,2026-Q2,true
R00960,I00960,2026-Q3,true
R00961,I00961,2025-Q3,false
R00962,I00962,2026-Q1,true
R00963,I00963,2026-Q2,true
R00964,I00964,2025-Q3,false
R00965,I00965,2026-Q2,false
R00966,I00966,2026-Q2,true
R00967,I00967,2025-Q4,false
R00968,I00968,2025-Q4,true
R00969,I00969,2025-Q3,false
R00970,I00970,2026-Q3,false
R00971,I00971,2025-Q3,true
R00972,I00972,2026-Q1,true
R00973,I00973,2026-Q2,false
R00974,I00974,2025-Q2,true
R00975,I00975,2026-Q3,false
R00976,I00976,2025-Q4,true
R00977,I00977,2025-Q3,true
R00978,I00978,2025-Q4,true
R00979,I00979,2026-Q3,true
R00980,I00980,2026-Q1,true
R00981,I00981,2026-Q1,true
R00982,I00982,2025-Q2,true
R00983,I00983,2026-Q2,false
R00984,I00984,2026-Q1,false
R00985,I00985,2025-Q3,true
R00986,I00986,2025-Q3,true
R00987,I00987,2026-Q3,true
R00988,I00988,2026-Q2,true
R00989,I00989,2025-Q2,false
R00990,I00990,2026-Q1,true
R00991,I00991,2026-Q1,true
R00992,I00992,2026-Q2,true
R00993,I00993,2026-Q2,true
R00994,I00994,2025-Q4,true
R00995,I00995,2026-Q3,false
R00996,I00996,2025-Q3,true
R00997,I00997,2025-Q2,false
R00998,I00998,2025-Q3,true
R00999,I00999,2026-Q2,false
R01000,I01000,2026-Q2,true
R01001,I01001,2025-Q3,true
R01002,I01002,2025-Q2,true
R01003,I01003,2026-Q2,false
R01004,I01004,2025-Q4,true
R01005,I01005,2026-Q2,true
R01006,I01006,2026-Q2,true
R01007,I01007,2026-Q1,true
R01008,I01008,2025-Q3,true
R01009,I01009,2026-Q1,true
R01010,I01010,2025-Q2,true
R01011,I01011,2025-Q3,true
R01012,I01012,2026-Q2,false
R01013,I01013,2026-Q3,true
R01014,I01014,2026-Q2,false
R01015,I01015,2026-Q2,true
R01016,I01016,2026-Q2,true
R01017,I01017,2026-Q2,false
R01018,I01018,2025-Q4,true
R01019,I01019,2025-Q3,true
R01020,I01020,2026-Q2,true
R01021,I01021,2026-Q1,true
R01022,I01022,2025-Q4,true
R01023,I01023,2026-Q3,true
R01024,I01024,2025-Q4,true
R01025,I01025,2026-Q1,false
R01026,I01026,2026-Q1,true
R01027,I01027,2026-Q3,false
R01028,I01028,2026-Q1,false
R01029,I01029,2025-Q1,false
R01030,I01030,2026-Q3,true
R01031,I01031,2025-Q3,true
R01032,I01032,2026-Q1,true
R01033,I01033,2025-Q3,true
R01034,I01034,2026-Q3,true
R01035,I01035,2026-Q3,true
R01036,I01036,2026-Q1,true
R01037,I01037,2026-Q1,false
R01038,I01038,2025-Q2,true
R01039,I01039,2026-Q1,true
R01040,I01040,2025-Q4,false
R01041,I01041,2025-Q2,true
R01042,I01042,2025-Q2,false
R01043,I01043,2026-Q3,true
R01044,I01044,2026-Q2,true
R01045,I01045,2026-Q1,true
R01046,I01046,2026-Q2,true
R01047,I01047,2026-Q3,true
R01048,I01048,2026-Q1,true
R01049,I01049,2026-Q3,true
R01050,I01050,2026-Q3,false
R01051,I01051,2026-Q3,true
R01052,I01052,2025-Q2,false
R01053,I01053,2026-Q1,true
R01054,I01054,2026-Q3,true
R01055,I01055,2026-Q3,true
R01056,I01056,2025-Q4,false
R01057,I01057,2026-Q2,true
R01058,I01058,2025-Q2,false
R01059,I01059,2025-Q3,false
R01060,I01060,2026-Q1,false
R01061,I01061,2026-Q2,true
R01062,I01062,2025-Q4,true
R01063,I01063,2025-Q4,true
R01064,I01064,2025-Q4,false
R01065,I01065,2026-Q2,true
R01066,I01066,2025-Q1,true
R01067,I01067,2025-Q4,true
R01068,I01068,2026-Q3,false
R01069,I01069,2025-Q3,false
R01070,I01070,2025-Q2,true
R01071,I01071,2025-Q3,true
R01072,I01072,2026-Q2,true
R01073,I01073,2026-Q1,false
R01074,I01074,2026-Q1,true
R01075,I01075,2025-Q2,true
R01076,I01076,2026-Q2,false
R01077,I01077,2025-Q2,false
R01078,I01078,2026-Q2,true
R01079,I01079,2026-Q3,true
R01080,I01080,2026-Q2,true
R01081,I01081,2025-Q4,false
R01082,I01082,2025-Q2,true
R01083,I01083,2026-Q2,false
R01084,I01084,2025-Q2,true
R01085,I01085,2025-Q2,true
R01086,I01086,2025-Q3,true
R01087,I01087,2026-Q1,true
R01088,I01088,2025-Q4,true
R01089,I01089,2025-Q3,true
R01090,I01090,2025-Q2,false
R01091,I01091,2026-Q1,true
R01092,I01092,2025-Q3,true
R01093,I01093,2026-Q2,false
R01094,I01094,2025-Q3,true
R01095,I01095,2026-Q2,true
R01096,I01096,2025-Q4,true
R01097,I01097,2025-Q4,true
R01098,I01098,2026-Q1,false
R01099,I01099,2025-Q3,true
R01100,I01100,2025-Q4,false
R01101,I01101,2026-Q3,true
R01102,I01102,2025-Q2,true
R01103,I01103,2025-Q3,true
R01104,I01104,2025-Q4,false
R01105,I01105,2026-Q2,true
R01106,I01106,2025-Q2,false
R01107,I01107,2026-Q2,false
R01108,I01108,2026-Q2,true
R01109,I01109,2025-Q4,true
R01110,I01110,2026-Q1,true
R01111,I01111,2025-Q3,true
R01112,I01112,2025-Q4,true
R01113,I01113,2026-Q2,true
R01114,I01114,2026-Q2,true
R01115,I01115,2025-Q2,true
R01116,I01116,2026-Q2,true
R01117,I01117,2026-Q2,false
R01118,I01118,2025-Q4,true
R01119,I01119,2025-Q2,true
R01120,I01120,2025-Q4,true
R01121,I01121,2025-Q2,true
R01122,I01122,2025-Q4,true
R01123,I01123,2025-Q3,true
R01124,I01124,2025-Q4,false
R01125,I01125,2025-Q3,true
R01126,I01126,2026-Q2,true
R01127,I01127,2026-Q3,true
R01128,I01128,2025-Q2,true
R01129,I01129,2026-Q3,false
R01130,I01130,2025-Q3,true
R01131,I01131,2025-Q2,true
R01132,I01132,2025-Q3,true
R01133,I01133,2026-Q2,true
R01134,I01134,2025-Q2,true
R01135,I01135,2025-Q3,true
R01136,I01136,2026-Q3,true
R01137,I01137,2026-Q1,true
R01138,I01138,2026-Q2,false
R01139,I01139,2026-Q2,true
R01140,I01140,2026-Q1,true
R01141,I01141,2026-Q1,false
R01142,I01142,2026-Q2,false
R01143,I01143,2025-Q4,false
R01144,I01144,2025-Q2,true
R01145,I01145,2025-Q4,true
R01146,I01146,2025-Q3,true
R01147,I01147,2025-Q3,false
R01148,I01148,2025-Q2,true
R01149,I01149,2025-Q3,true
R01150,I01150,2026-Q1,false
R01151,I01151,2025-Q4,true
R01152,I01152,2025-Q4,true
R01153,I01153,2025-Q2,true
R01154,I01154,2026-Q3,true
R01155,I01155,2025-Q4,true
R01156,I01156,2025-Q3,true
R01157,I01157,2025-Q4,true
R01158,I01158,2025-Q4,true
R01159,I01159,2025-Q3,true
R01160,I01160,2026-Q3,true
R01161,I01161,2025-Q4,false
R01162,I01162,2025-Q4,true
R01163,I01163,2025-Q3,true
R01164,I01164,2025-Q2,true
R01165,I01165,2026-Q2,true
R01166,I01166,2025-Q2,true
R01167,I01167,2025-Q2,true
R01168,I01168,2026-Q3,true
R01169,I01169,2025-Q2,true
R01170,I01170,2026-Q2,true
R01171,I01171,2025-Q4,true
R01172,I01172,2025-Q4,false
R01173,I01173,2025-Q2,true
R01174,I01174,2026-Q3,true
R01175,I01175,2025-Q3,true
R01176,I01176,2025-Q4,true
R01177,I01177,2026-Q1,true
R01178,I01178,2026-Q2,true
R01179,I01179,2025-Q4,false
R01180,I01180,2026-Q1,true
R01181,I01181,2026-Q1,true
R01182,I01182,2026-Q2,false
R01183,I01183,2025-Q2,false
R01184,I01184,2026-Q1,true
R01185,I01185,2026-Q2,true
R01186,I01186,2026-Q2,true
R01187,I01187,2026-Q3,true
R01188,I01188,2026-Q1,true
R01189,I01189,2025-Q4,true
R01190,I01190,2026-Q1,true
R01191,I01191,2026-Q3,true
R01192,I01192,2025-Q2,true
R01193,I01193,2026-Q2,true
R01194,I01194,2026-Q3,true
R01195,I01195,2025-Q3,true
R01196,I01196,2025-Q3,true
R01197,I01197,2025-Q3,false
R01198,I01198,2026-Q2,true
R01199,I01199,2026-Q1,false
R01200,I01200,2026-Q2,true
R01201,I01201,2026-Q3,true
R01202,I01202,2025-Q4,false
R01203,I01203,2025-Q4,true
R01204,I01204,2026-Q3,true
R01205,I01205,2026-Q3,false
R01206,I01206,2025-Q2,true
R01207,I01207,2025-Q3,true
R01208,I01208,2025-Q4,true
R01209,I01209,2025-Q3,true
R01210,I01210,2025-Q3,false
R01211,I01211,2025-Q4,true
R01212,I01212,2026-Q1,true
R01213,I01213,2026-Q1,true
R01214,I01214,2026-Q2,false
R01215,I01215,2025-Q3,true
R01216,I01216,2025-Q3,false
R01217,I01217,2026-Q2,false
R01218,I01218,2025-Q4,true
R01219,I01219,2025-Q3,false
R01220,I01220,2026-Q3,true
R01221,I01221,2025-Q3,true
R01222,I01222,2025-Q3,true
R01223,I01223,2025-Q4,true
R01224,I01224,2025-Q4,true
R01225,I01225,2025-Q2,false
R01226,I01226,2025-Q4,true
R01227,I01227,2026-Q3,true
R01228,I01228,2025-Q3,true
R01229,I01229,2026-Q3,true
R01230,I01230,2026-Q3,true
R01231,I01231,2025-Q4,true
R01232,I01232,2026-Q2,true
R01233,I01233,2025-Q4,true
R01234,I01234,2025-Q4,false
R01235,I01235,2026-Q2,true
R01236,I01236,2026-Q1,true
R01237,I01237,2026-Q2,true
R01238,I01238,2025-Q2,true
R01239,I01239,2025-Q3,true
R01240,I01240,2026-Q2,true
R01241,I01241,2025-Q2,true
R01242,I01242,2025-Q2,true
R01243,I01243,2026-Q2,false
R01244,I01244,2026-Q2,true
R01245,I01245,2025-Q1,true
R01246,I01246,2025-Q2,true
R01247,I01247,2026-Q2,true
R01248,I01248,2026-Q2,true
R01249,I01249,2025-Q3,false
R01250,I01250,2025-Q4,true
R01251,I01251,2026-Q1,true
R01252,I01252,2026-Q3,false
R01253,I01253,2026-Q1,true
R01254,I01254,2025-Q3,true
R01255,I01255,2026-Q2,true
R01256,I01256,2025-Q4,true
R01257,I01257,2026-Q2,false
R01258,I01258,2025-Q3,true
R01259,I01259,2025-Q3,true
R01260,I01260,2025-Q2,true
R01261,I01261,2025-Q2,true
R01262,I01262,2026-Q2,true
R01263,I01263,2025-Q3,true
R01264,I01264,2026-Q2,true
R01265,I01265,2025-Q4,true
R01266,I01266,2025-Q2,true
R01267,I01267,2026-Q2,true
R01268,I01268,2025-Q3,true
R01269,I01269,2026-Q3,true
R01270,I01270,2025-Q3,true
R01271,I01271,2025-Q3,false
R01272,I01272,2025-Q2,true
R01273,I01273,2026-Q2,true
R01274,I01274,2025-Q3,false
R01275,I01275,2025-Q4,true
R01276,I01276,2026-Q1,true
R01277,I01277,2026-Q3,true
R01278,I01278,2025-Q4,true
R01279,I01279,2026-Q2,true
R01280,I01280,2026-Q2,true
R01281,I01281,2026-Q2,true
R01282,I01282,2026-Q1,false
R01283,I01283,2025-Q3,true
R01284,I01284,2026-Q1,true
R01285,I01285,2026-Q2,false
R01286,I01286,2026-Q2,true
R01287,I01287,2025-Q4,true
R01288,I01288,2026-Q1,true
R01289,I01289,2026-Q2,true
R01290,I01290,2025-Q3,true
R01291,I01291,2025-Q4,true
R01292,I01292,2025-Q4,true
R01293,I01293,2026-Q3,true
R01294,I01294,2026-Q1,false
R01295,I01295,2026-Q3,true
R01296,I01296,2026-Q2,true
R01297,I01297,2026-Q3,true
R01298,I01298,2026-Q1,true
R01299,I01299,2026-Q1,true
R01300,I01300,2026-Q1,true
R01301,I01301,2025-Q4,true
R01302,I01302,2026-Q1,true
R01303,I01303,2026-Q1,true
R01304,I01304,2026-Q3,true
R01305,I01305,2025-Q4,true
R01306,I01306,2026-Q3,true
R01307,I01307,2026-Q2,true
R01308,I01308,2025-Q4,false
R01309,I01309,2025-Q3,true
R01310,I01310,2025-Q4,true
R01311,I01311,2025-Q4,true
R01312,I01312,2026-Q2,true
R01313,I01313,2026-Q2,true
R01314,I01314,2025-Q2,false
R01315,I01315,2026-Q1,true
R01316,I01316,2026-Q2,true
R01317,I01317,2026-Q2,true
R01318,I01318,2026-Q1,true
R01319,I01319,2025-Q2,true
R01320,I01320,2026-Q1,true
R01321,I01321,2025-Q2,true
R01322,I01322,2025-Q3,true
R01323,I01323,2025-Q4,true
R01324,I01324,2026-Q2,true
R01325,I01325,2026-Q1,true
R01326,I01326,2026-Q2,true
R01327,I01327,2025-Q3,true
R01328,I01328,2025-Q3,false
R01329,I01329,2025-Q3,true
R01330,I01330,2026-Q2,true
R01331,I01331,2026-Q3,true
R01332,I01332,2026-Q2,true
R01333,I01333,2025-Q2,true
R01334,I01334,2025-Q3,true
R01335,I01335,2026-Q3,false
R01336,I01336,2025-Q3,false
R01337,I01337,2025-Q4,true
R01338,I01338,2025-Q3,true
R01339,I01339,2025-Q3,false
R01340,I01340,2026-Q2,true
R01341,I01341,2026-Q1,false
R01342,I01342,2026-Q1,true
R01343,I01343,2025-Q3,true
R01344,I01344,2025-Q2,true
R01345,I01345,2026-Q2,true
R01346,I01346,2026-Q1,true
R01347,I01347,2025-Q2,true
R01348,I01348,2025-Q2,true
R01349,I01349,2026-Q1,true
R01350,I01350,2026-Q1,false
R01351,I01351,2026-Q1,true
R01352,I01352,2026-Q3,true
R01353,I01353,2026-Q3,true
R01354,I01354,2026-Q2,true
R01355,I01355,2026-Q2,true
R01356,I01356,2025-Q2,false
R01357,I01357,2025-Q4,false
R01358,I01358,2026-Q2,false
R01359,I01359,2026-Q1,true
R01360,I01360,2026-Q2,true
R01361,I01361,2026-Q3,true
R01362,I01362,2026-Q2,false
R01363,I01363,2026-Q1,true
R01364,I01364,2026-Q1,true
R01365,I01365,2026-Q3,true
R01366,I01366,2026-Q3,false
R01367,I01367,2025-Q3,true
R01368,I01368,2026-Q1,true
R01369,I01369,2026-Q2,true
R01370,I01370,2026-Q2,true
R01371,I01371,2026-Q3,true
R01372,I01372,2026-Q1,true
R01373,I01373,2026-Q3,true
R01374,I01374,2026-Q1,true
R01375,I01375,2026-Q2,true
R01376,I01376,2026-Q3,true
R01377,I01377,2026-Q2,true
R01378,I01378,2026-Q1,false
R01379,I01379,2026-Q3,true
R01380,I01380,2026-Q1,true
R01381,I01381,2026-Q3,true
R01382,I01382,2025-Q4,true
R01383,I01383,2025-Q3,true
R01384,I01384,2026-Q1,false
R01385,I01385,2026-Q2,true
R01386,I01386,2026-Q2,true
R01387,I01387,2025-Q4,true
R01388,I01388,2026-Q2,true
R01389,I01389,2026-Q1,true
R01390,I01390,2025-Q3,true
R01391,I01391,2025-Q3,true
R01392,I01392,2026-Q1,false
R01393,I01393,2025-Q3,true
R01394,I01394,2026-Q1,true
R01395,I01395,2025-Q4,true
R01396,I01396,2026-Q1,false
R01397,I01397,2026-Q1,true
R01398,I01398,2026-Q3,true
R01399,I01399,2026-Q1,true
R01400,I01400,2026-Q1,true
R01401,I01401,2026-Q2,true
R01402,I01402,2025-Q2,true
R01403,I01403,2026-Q1,true
R01404,I01404,2025-Q2,false
R01405,I01405,2025-Q4,false
R01406,I01406,2025-Q4,true
R01407,I01407,2026-Q1,true
R01408,I01408,2026-Q1,true
R01409,I01409,2026-Q2,true
R01410,I01410,2026-Q1,true
R01411,I01411,2025-Q3,true
R01412,I01412,2026-Q2,false
R01413,I01413,2026-Q3,true
R01414,I01414,2026-Q1,true
R01415,I01415,2026-Q1,true
R01416,I01416,2025-Q4,true
R01417,I01417,2026-Q1,true
R01418,I01418,2026-Q1,true
R01419,I01419,2026-Q3,true
R01420,I01420,2025-Q2,true
R01421,I01421,2025-Q4,true
R01422,I01422,2026-Q2,true
R01423,I01423,2026-Q2,true
R01424,I01424,2026-Q2,true
R01425,I01425,2026-Q2,true
R01426,I01426,2025-Q4,true
R01427,I01427,2026-Q1,true
R01428,I01428,2025-Q2,true
R01429,I01429,2025-Q3,true
R01430,I01430,2026-Q2,true
R01431,I01431,2025-Q3,false
R01432,I01432,2025-Q3,true
R01433,I01433,2026-Q3,true
R01434,I01434,2026-Q3,true
R01435,I01435,2026-Q2,true
R01436,I01436,2026-Q3,true
R01437,I01437,2026-Q2,true
R01438,I01438,2025-Q3,false
R01439,I01439,2025-Q3,false
R01440,I01440,2025-Q4,true
R01441,I01441,2026-Q1,true
R01442,I01442,2026-Q2,false
R01443,I01443,2025-Q2,true
R01444,I01444,2025-Q4,true
R01445,I01445,2025-Q3,true
R01446,I01446,2025-Q3,true
R01447,I01447,2026-Q1,true
R01448,I01448,2025-Q2,true
R01449,I01449,2026-Q2,true
R01450,I01450,2026-Q2,true
R01451,I01451,2025-Q3,true
R01452,I01452,2026-Q3,true
R01453,I01453,2025-Q2,false
R01454,I01454,2025-Q2,true
R01455,I01455,2025-Q2,true
R01456,I01456,2025-Q2,false
R01457,I01457,2025-Q2,true
R01458,I01458,2025-Q1,true
R01459,I01459,2025-Q4,true
R01460,I01460,2026-Q1,true
R01461,I01461,2026-Q1,true
R01462,I01462,2026-Q2,true
R01463,I01463,2026-Q3,true
R01464,I01464,2026-Q2,true
R01465,I01465,2026-Q2,true
R01466,I01466,2026-Q1,false
R01467,I01467,2026-Q3,true
R01468,I01468,2026-Q3,true
R01469,I01469,2025-Q3,true
R01470,I01470,2025-Q4,true
R01471,I01471,2025-Q4,true
R01472,I01472,2026-Q2,true
R01473,I01473,2026-Q1,true
R01474,I01474,2026-Q2,true
R01475,I01475,2026-Q2,true
R01476,I01476,2026-Q2,false
R01477,I01477,2025-Q4,true
R01478,I01478,2025-Q4,false
R01479,I01479,2026-Q1,false
R01480,I01480,2026-Q1,true
R01481,I01481,2025-Q2,true
R01482,I01482,2025-Q4,true
R01483,I01483,2025-Q2,true
R01484,I01484,2025-Q2,false
R01485,I01485,2026-Q2,false
R01486,I01486,2026-Q1,true
R01487,I01487,2025-Q3,false
R01488,I01488,2026-Q1,true
R01489,I01489,2025-Q1,true
R01490,I01490,2026-Q1,true
R01491,I01491,2025-Q3,true
R01492,I01492,2025-Q4,true
R01493,I01493,2026-Q2,true
R01494,I01494,2026-Q2,true
R01495,I01495,2026-Q3,true
R01496,I01496,2025-Q1,true
R01497,I01497,2026-Q1,true
R01498,I01498,2026-Q3,true
R01499,I01499,2026-Q1,true
R01500,I01500,2025-Q2,true
R01501,I01501,2026-Q2,true
R01502,I01502,2025-Q3,true
R01503,I01503,2026-Q3,true
R01504,I01504,2025-Q3,true
R01505,I01505,2026-Q1,false
R01506,I01506,2026-Q1,true
R01507,I01507,2026-Q2,true
R01508,I01508,2026-Q2,true
R01509,I01509,2026-Q2,true
R01510,I01510,2026-Q2,true
R01511,I01511,2026-Q3,false
R01512,I01512,2026-Q2,true
R01513,I01513,2025-Q2,true
R01514,I01514,2025-Q2,true
R01515,I01515,2026-Q2,true
R01516,I01516,2026-Q2,false
R01517,I01517,2026-Q1,true
R01518,I01518,2026-Q1,true
R01519,I01519,2025-Q2,true
R01520,I01520,2026-Q1,true
R01521,I01521,2026-Q1,true
R01522,I01522,2025-Q4,true
R01523,I01523,2025-Q2,true
R01524,I01524,2025-Q3,true
R01525,I01525,2025-Q2,true
R01526,I01526,2026-Q1,false
R01527,I01527,2026-Q1,true
R01528,I01528,2025-Q4,false
R01529,I01529,2026-Q2,true
R01530,I01530,2026-Q1,false
R01531,I01531,2025-Q3,true
R01532,I01532,2025-Q4,true
R01533,I01533,2026-Q2,true
R01534,I01534,2026-Q3,true
R01535,I01535,2025-Q3,true
R01536,I01536,2026-Q2,true
R01537,I01537,2025-Q3,true
R01538,I01538,2026-Q3,true
R01539,I01539,2025-Q4,true
R01540,I01540,2025-Q4,false
R01541,I01541,2026-Q1,true
R01542,I01542,2026-Q2,true
R01543,I01543,2026-Q2,false
R01544,I01544,2026-Q1,false
R01545,I01545,2025-Q2,true
R01546,I01546,2026-Q2,false
R01547,I01547,2025-Q4,true
R01548,I01548,2025-Q3,true
R01549,I01549,2026-Q3,false
R01550,I01550,2026-Q1,true
R01551,I01551,2026-Q1,false
R01552,I01552,2026-Q2,false
R01553,I01553,2026-Q1,true
R01554,I01554,2025-Q2,true
R01555,I01555,2026-Q3,true
R01556,I01556,2025-Q2,true
R01557,I01557,2026-Q1,true
R01558,I01558,2026-Q2,true
R01559,I01559,2025-Q4,true
R01560,I01560,2025-Q1,true
R01561,I01561,2026-Q2,true
R01562,I01562,2025-Q2,true
R01563,I01563,2026-Q3,true
R01564,I01564,2026-Q2,false
R01565,I01565,2026-Q2,true
R01566,I01566,2025-Q4,true
R01567,I01567,2025-Q4,true
R01568,I01568,2025-Q4,true
R01569,I01569,2025-Q2,true
R01570,I01570,2026-Q2,true
R01571,I01571,2026-Q1,true
R01572,I01572,2026-Q1,true
R01573,I01573,2026-Q2,true
R01574,I01574,2026-Q3,true
R01575,I01575,2026-Q1,true
R01576,I01576,2025-Q4,false
R01577,I01577,2025-Q3,true
R01578,I01578,2025-Q2,false
R01579,I01579,2025-Q3,true
R01580,I01580,2025-Q4,true
R01581,I01581,2025-Q4,true
R01582,I01582,2026-Q1,true
R01583,I01583,2026-Q3,true
R01584,I01584,2025-Q2,true
R01585,I01585,2025-Q2,true
R01586,I01586,2025-Q3,false
R01587,I01587,2026-Q1,true
R01588,I01588,2026-Q1,true
R01589,I01589,2025-Q3,true
R01590,I01590,2026-Q1,true
R01591,I01591,2025-Q2,false
R01592,I01592,2026-Q3,true
R01593,I01593,2025-Q3,true
R01594,I01594,2025-Q3,true
R01595,I01595,2025-Q4,true
R01596,I01596,2025-Q2,true
R01597,I01597,2026-Q2,true
R01598,I01598,2026-Q1,true
R01599,I01599,2026-Q2,true
R01600,I01600,2026-Q2,true
R01601,I01601,2026-Q3,true
R01602,I01602,2025-Q3,false
R01603,I01603,2025-Q3,true
R01604,I01604,2025-Q3,true
R01605,I01605,2025-Q2,false
R01606,I01606,2025-Q3,true
R01607,I01607,2026-Q2,false
R01608,I01608,2025-Q4,true
R01609,I01609,2026-Q1,true
R01610,I01610,2025-Q2,true
R01611,I01611,2026-Q2,true
R01612,I01612,2026-Q2,true
R01613,I01613,2025-Q4,true
R01614,I01614,2026-Q2,true
R01615,I01615,2026-Q2,false
R01616,I01616,2025-Q2,true
R01617,I01617,2026-Q3,false
R01618,I01618,2026-Q2,true
R01619,I01619,2026-Q3,true
R01620,I01620,2025-Q4,true
R01621,I01621,2026-Q3,true
R01622,I01622,2025-Q3,true
R01623,I01623,2026-Q2,false
R01624,I01624,2025-Q4,true
R01625,I01625,2026-Q1,true
R01626,I01626,2025-Q4,true
R01627,I01627,2025-Q3,true
R01628,I01628,2026-Q1,true
R01629,I01629,2026-Q1,true
R01630,I01630,2025-Q3,false
R01631,I01631,2025-Q4,true
R01632,I01632,2026-Q3,true
R01633,I01633,2025-Q4,false
R01634,I01634,2025-Q4,false
R01635,I01635,2026-Q2,true
R01636,I01636,2026-Q1,true
R01637,I01637,2025-Q4,true
R01638,I01638,2025-Q3,true
R01639,I01639,2026-Q1,true
R01640,I01640,2026-Q3,true
R01641,I01641,2026-Q1,true
R01642,I01642,2026-Q3,true
R01643,I01643,2026-Q1,false
